time (s)	Resistance (Ù)	Resistance (Ù)	Resistance (Ù)	Resistance (Ù)
	Vb = 8.7 V 	Vb = 9 V 	Vb = 9.2 V 	Vb = 9.5 V 
3.46E-4	1392087.00469417	1299090.19198057	1241195.20216462	1159834.01694151
3.47E-4	1391640.00656613	1298660.57590114	1240776.3138599	1159429.93888036
3.48E-4	1391194.37790356	1298232.27581114	1240358.70778644	1159027.09593565
3.49E-4	1390750.11059771	1297805.2839102	1239942.37634365	1158625.48078921
3.5E-4	1390307.19661082	1297379.59246637	1239527.31199764	1158225.08618709
3.51E-4	1389865.62797533	1296955.1938153	1239113.50728042	1157825.90493878
3.52E-4	1389425.39679302	1296532.08035949	1238700.95478912	1157427.9299165
3.53E-4	1388986.49523427	1296110.24456748	1238289.64718529	1157031.15405445
3.54E-4	1388548.91553723	1295689.67897314	1237879.5771941	1156635.57034811
3.55E-4	1388112.65000707	1295270.37617486	1237470.73760366	1156241.17185356
3.56E-4	1387677.6910152	1294852.32883489	1237063.12126427	1155847.95168674
3.57E-4	1387244.03099852	1294435.52967852	1236656.72108771	1155455.90302281
3.58E-4	1386811.66245867	1294019.97149344	1236251.53004658	1155065.01909544
3.59E-4	1386380.57796134	1293605.647129	1235847.54117356	1154675.29319619
3.6E-4	1385950.77013547	1293192.54949551	1235444.74756074	1154286.71867381
3.61E-4	1385522.23167261	1292780.67156356	1235043.142359	1153899.28893363
3.62E-4	1385094.95532618	1292370.00636336	1234642.71877728	1153512.99743688
3.63E-4	1384668.93391077	1291960.54698404	1234243.47008197	1153127.83770014
3.64E-4	1384244.16030151	1291552.28657299	1233845.38959624	1152743.80329463
3.65E-4	1383820.62743332	1291145.21833525	1233448.47069946	1152360.88784565
3.66E-4	1383398.32830032	1290739.33553283	1233052.7068265	1151979.085032
3.67E-4	1382977.25595512	1290334.63148412	1232658.09146717	1151598.38858533
3.68E-4	1382557.40350819	1289931.09956319	1232264.61816561	1151218.79228958
3.69E-4	1382138.76412725	1289528.73319927	1231872.28051964	1150840.28998043
3.7E-4	1381721.3310366	1289127.52587607	1231481.07218023	1150462.87554469
3.71E-4	1381305.09751653	1288727.47113124	1231090.9868509	1150086.54291976
3.72E-4	1380890.05690269	1288328.56255571	1230702.01828711	1149711.28609307
3.73E-4	1380476.20258551	1287930.7937932	1230314.16029573	1149337.09910153
3.74E-4	1380063.52800957	1287534.15853955	1229927.40673448	1148963.97603101
3.75E-4	1379652.02667304	1287138.65054223	1229541.75151136	1148591.91101579
3.76E-4	1379241.69212711	1286744.26359974	1229157.1885841	1148220.89823804
3.77E-4	1378832.51797539	1286350.99156106	1228773.71195966	1147850.93192731
3.78E-4	1378424.49787335	1285958.82832513	1228391.31569367	1147482.00635999
3.79E-4	1378017.62552779	1285567.7678403	1228009.99388991	1147114.11585887
3.8E-4	1377611.89469626	1285177.80410379	1227629.74069979	1146747.25479256
3.81E-4	1377207.29918655	1284788.9311612	1227250.55032185	1146381.41757508
3.82E-4	1376803.83285613	1284401.14310595	1226872.41700128	1146016.59866532
3.83E-4	1376401.48961163	1284014.43407881	1226495.33502936	1145652.79256659
3.84E-4	1376000.26340833	1283628.79826737	1226119.29874306	1145289.99382614
3.85E-4	1375600.14824962	1283244.22990559	1225744.30252446	1144928.19703469
3.86E-4	1375201.13818654	1282860.72327323	1225370.34080036	1144567.39682599
3.87E-4	1374803.22731722	1282478.27269547	1224997.40804176	1144207.58787634
3.88E-4	1374406.40978646	1282096.87254235	1224625.49876339	1143848.76490419
3.89E-4	1374010.67978515	1281716.51722834	1224254.6075233	1143490.92266962
3.9E-4	1373616.03154988	1281337.20121188	1223884.72892237	1143134.05597401
3.91E-4	1373222.45936241	1280958.91899489	1223515.85760387	1142778.1596595
3.92E-4	1372829.95754923	1280581.66512235	1223147.98825301	1142423.22860866
3.93E-4	1372438.52048106	1280205.43418186	1222781.11559655	1142069.25774401
3.94E-4	1372048.14257245	1279830.22080316	1222415.2344023	1141716.24202764
3.95E-4	1371658.81828127	1279456.01965773	1222050.33947876	1141364.17646077
3.96E-4	1371270.54210832	1279082.82545836	1221686.42567468	1141013.0560834
3.97E-4	1370883.30859684	1278710.6329587	1221323.48787864	1140662.87597385
3.98E-4	1370497.11233212	1278339.43695287	1220961.52101864	1140313.63124842
3.99E-4	1370111.94794104	1277969.23227503	1220600.5200617	1139965.31706097
4E-4	1369727.81009167	1277600.01379899	1220240.4800135	1139617.92860256
4.01E-4	1369344.69349284	1277231.77643779	1219881.39591791	1139271.46110104
4.02E-4	1368962.59289372	1276864.5151433	1219523.26285669	1138925.90982072
4.03E-4	1368581.50308343	1276498.22490587	1219166.07594904	1138581.27006196
4.04E-4	1368201.41889065	1276132.90075388	1218809.83035127	1138237.53716086
4.05E-4	1367822.33518318	1275768.53775339	1218454.52125637	1137894.70648882
4.06E-4	1367444.24686759	1275405.13100777	1218100.14389372	1137552.77345228
4.07E-4	1367067.1488888	1275042.67565732	1217746.69352865	1137211.7334923
4.08E-4	1366691.03622973	1274681.1668789	1217394.16546214	1136871.58208423
4.09E-4	1366315.90391091	1274320.59988554	1217042.55503043	1136532.31473739
4.1E-4	1365941.74699008	1273960.96992614	1216691.85760468	1136193.92699472
4.11E-4	1365568.56056187	1273602.27228506	1216342.06859063	1135856.41443244
4.12E-4	1365196.33975741	1273244.50228181	1215993.18342824	1135519.77265972
4.13E-4	1364825.07974397	1272887.65527065	1215645.19759137	1135183.99731839
4.14E-4	1364454.77572459	1272531.72664032	1215298.10658746	1134849.08408256
4.15E-4	1364085.42293778	1272176.71181364	1214951.90595715	1134515.02865834
4.16E-4	1363717.01665712	1271822.60624722	1214606.59127402	1134181.82678354
4.17E-4	1363349.55219095	1271469.40543109	1214262.15814422	1133849.47422732
4.18E-4	1362983.02488202	1271117.10488842	1213918.60220617	1133517.96678993
4.19E-4	1362617.43010715	1270765.70017515	1213575.91913024	1133187.30030236
4.2E-4	1362252.76327692	1270415.18687972	1213234.10461846	1132857.47062608
4.21E-4	1361889.01983532	1270065.56062272	1212893.15440419	1132528.47365273
4.22E-4	1361526.19525946	1269716.81705659	1212553.06425183	1132200.30530383
4.23E-4	1361164.28505922	1269368.95186532	1212213.82995652	1131872.96153049
4.24E-4	1360803.28477694	1269021.96076415	1211875.44734385	1131546.43831314
4.25E-4	1360443.18998714	1268675.83949925	1211537.91226953	1131220.73166123
4.26E-4	1360083.99629617	1268330.58384745	1211201.22061918	1130895.83761295
4.27E-4	1359725.69934195	1267986.18961594	1210865.36830797	1130571.75223498
4.28E-4	1359368.29479362	1267642.65264195	1210530.35128038	1130248.47162222
4.29E-4	1359011.7783513	1267299.96879254	1210196.16550989	1129925.99189747
4.3E-4	1358656.14574575	1266958.13396422	1209862.80699875	1129604.30921124
4.31E-4	1358301.39273811	1266617.14408276	1209530.27177768	1129283.41974144
4.32E-4	1357947.51511962	1266276.99510287	1209198.55590559	1128963.31969313
4.33E-4	1357594.50871129	1265937.68300791	1208867.65546934	1128644.00529827
4.34E-4	1357242.36936367	1265599.20380967	1208537.56658346	1128325.47281546
4.35E-4	1356891.09295657	1265261.55354807	1208208.28538992	1128007.71852972
4.36E-4	1356540.67539875	1264924.72829092	1207879.80805784	1127690.73875219
4.37E-4	1356191.1126277	1264588.72413364	1207552.13078323	1127374.52981995
4.38E-4	1355842.40060934	1264253.53719901	1207225.2497888	1127059.08809571
4.39E-4	1355494.53533775	1263919.16363691	1206899.16132363	1126744.40996765
4.4E-4	1355147.51283495	1263585.59962409	1206573.86166301	1126430.4918491
4.41E-4	1354801.32915061	1263252.8413639	1206249.34710813	1126117.33017838
4.42E-4	1354455.9803618	1262920.88508607	1205925.61398587	1125804.92141852
4.43E-4	1354111.46257273	1262589.72704643	1205602.65864856	1125493.26205708
4.44E-4	1353767.77191456	1262259.3635267	1205280.47747378	1125182.34860588
4.45E-4	1353424.90454504	1261929.79083426	1204959.06686405	1124872.1776008
4.46E-4	1353082.8566484	1261601.00530189	1204638.42324668	1124562.74560155
4.47E-4	1352741.62443501	1261273.00328754	1204318.54307351	1124254.04919147
4.48E-4	1352401.20414118	1260945.78117412	1203999.42282068	1123946.0849773
4.49E-4	1352061.59202894	1260619.33536929	1203681.05898845	1123638.84958898
4.5E-4	1351722.78438576	1260293.66230517	1203363.44810091	1123332.33967943
4.51E-4	1351384.77752438	1259968.75843819	1203046.58670583	1123026.55192434
4.52E-4	1351047.56778255	1259644.62024882	1202730.47137445	1122721.48302198
4.53E-4	1350711.15152279	1259321.24424141	1202415.09870119	1122417.12969298
4.54E-4	1350375.52513221	1258998.6269439	1202100.46530354	1122113.48868014
4.55E-4	1350040.68502226	1258676.76490769	1201786.5678218	1121810.55674824
4.56E-4	1349706.62762852	1258355.65470736	1201473.40291886	1121508.3306838
4.57E-4	1349373.34941048	1258035.29294052	1201160.96728006	1121206.80729497
4.58E-4	1349040.84685135	1257715.67622757	1200849.25761293	1120905.98341124
4.59E-4	1348709.11645783	1257396.8012115	1200538.27064703	1120605.85588332
4.6E-4	1348378.15475989	1257078.66455771	1200228.00313374	1120306.42158293
4.61E-4	1348047.95831061	1256761.2629538	1199918.45184608	1120007.67740261
4.62E-4	1347718.52368591	1256444.59310937	1199609.61357849	1119709.62025555
4.63E-4	1347389.84748443	1256128.65175585	1199301.48514668	1119412.24707538
4.64E-4	1347061.92632727	1255813.43564626	1198994.06338741	1119115.55481602
4.65E-4	1346734.7568578	1255498.94155507	1198687.34515834	1118819.54045151
4.66E-4	1346408.33574149	1255185.166278	1198381.32733781	1118524.20097579
4.67E-4	1346082.65966571	1254872.10663182	1198076.00682469	1118229.53340257
4.68E-4	1345757.72533953	1254559.75945417	1197771.38053818	1117935.53476513
4.69E-4	1345433.52949354	1254248.12160339	1197467.44541764	1117642.20211618
4.7E-4	1345110.06887966	1253937.18995836	1197164.19842244	1117349.53252765
4.71E-4	1344787.34027095	1253626.96141825	1196861.63653175	1117057.52309056
4.72E-4	1344465.34046144	1253317.43290244	1196559.75674437	1116766.17091484
4.73E-4	1344144.06626596	1253008.60135026	1196258.55607861	1116475.47312918
4.74E-4	1343823.51451992	1252700.46372089	1195958.03157206	1116185.42688084
4.75E-4	1343503.68207918	1252393.01699314	1195658.18028146	1115896.02933552
4.76E-4	1343184.56581984	1252086.25816531	1195358.99928254	1115607.2776772
4.77E-4	1342866.16263811	1251780.18425501	1195060.48566984	1115319.16910795
4.78E-4	1342548.46945007	1251474.79229899	1194762.63655654	1115031.70084784
4.79E-4	1342231.48319159	1251170.07935301	1194465.44907435	1114744.87013472
4.8E-4	1341915.20081809	1250866.04249162	1194168.9203733	1114458.6742241
4.81E-4	1341599.61930439	1250562.67880808	1193873.04762162	1114173.11038901
4.82E-4	1341284.73564459	1250259.98541413	1193577.82800555	1113888.17591983
4.83E-4	1340970.54685185	1249957.95943986	1193283.25872924	1113603.86812417
4.84E-4	1340657.04995826	1249656.59803359	1192989.33701454	1113320.1843267
4.85E-4	1340344.24201467	1249355.89836165	1192696.06010091	1113037.12186901
4.86E-4	1340032.12009057	1249055.85760828	1192403.42524524	1112754.67810948
4.87E-4	1339720.68127386	1248756.47297547	1192111.42972168	1112472.85042315
4.88E-4	1339409.92267076	1248457.7416828	1191820.07082156	1112191.63620153
4.89E-4	1339099.84140565	1248159.66096731	1191529.34585319	1111911.03285254
4.9E-4	1338790.4346209	1247862.22808333	1191239.25214175	1111631.0378003
4.91E-4	1338481.6994767	1247565.44030237	1190949.78702913	1111351.64848505
4.92E-4	1338173.63315099	1247269.29491296	1190660.94787383	1111072.86236298
4.93E-4	1337866.23283923	1246973.78922048	1190372.73205076	1110794.67690611
4.94E-4	1337559.4957543	1246678.9205471	1190085.13695115	1110517.08960218
4.95E-4	1337253.41912635	1246384.68623155	1189798.15998243	1110240.09795449
4.96E-4	1336948.00020264	1246091.08362905	1189511.79856804	1109963.69948179
4.97E-4	1336643.23624745	1245798.11011114	1189226.05014736	1109687.89171814
4.98E-4	1336339.12454188	1245505.76306558	1188940.91217552	1109412.67221281
4.99E-4	1336035.66238374	1245214.03989618	1188656.38212334	1109138.03853013
5E-4	1335732.84708743	1244922.93802268	1188372.45747713	1108863.98824937
5.01E-4	1335430.67598377	1244632.45488065	1188089.13573862	1108590.51896465
5.02E-4	1335129.1464199	1244342.5879213	1187806.41442482	1108317.62828476
5.03E-4	1334828.25575913	1244053.33461144	1187524.29106787	1108045.31383311
5.04E-4	1334528.00138082	1243764.69243327	1187242.76321495	1107773.57324756
5.05E-4	1334228.38068024	1243476.6588843	1186961.82842815	1107502.40418032
5.06E-4	1333929.39106844	1243189.23147722	1186681.48428435	1107231.80429786
5.07E-4	1333631.02997214	1242902.40773979	1186401.72837508	1106961.77128074
5.08E-4	1333333.29483359	1242616.18521469	1186122.55830645	1106692.30282355
5.09E-4	1333036.18311046	1242330.56145941	1185843.97169898	1106423.39663478
5.1E-4	1332739.6922757	1242045.53404617	1185565.96618751	1106155.05043669
5.11E-4	1332443.81981743	1241761.10056173	1185288.53942112	1105887.26196523
5.12E-4	1332148.5632388	1241477.25860736	1185011.68906293	1105620.02896991
5.13E-4	1331853.92005792	1241194.00579863	1184735.41279008	1105353.3492137
5.14E-4	1331559.88780769	1240911.3397654	1184459.70829357	1105087.22047294
5.15E-4	1331266.46403569	1240629.25815161	1184184.57327816	1104821.64053719
5.16E-4	1330973.64630409	1240347.75861525	1183910.00546225	1104556.60720918
5.17E-4	1330681.43218953	1240066.83882818	1183636.00257781	1104292.11830466
5.18E-4	1330389.81928298	1239786.49647608	1183362.56237022	1104028.17165234
5.19E-4	1330098.80518965	1239506.72925831	1183089.68259821	1103764.76509373
5.2E-4	1329808.38752889	1239227.53488778	1182817.36103373	1103501.89648312
5.21E-4	1329518.56393404	1238948.91109092	1182545.59546187	1103239.56368741
5.22E-4	1329229.33205236	1238670.85560749	1182274.38368073	1102977.76458603
5.23E-4	1328940.68954491	1238393.36619054	1182003.72350132	1102716.49707087
5.24E-4	1328652.63408642	1238116.44060625	1181733.61274749	1102455.75904616
5.25E-4	1328365.16336523	1237840.07663388	1181464.04925581	1102195.54842837
5.26E-4	1328078.27508314	1237564.27206565	1181195.03087547	1101935.86314613
5.27E-4	1327791.96695533	1237289.02470663	1180926.55546818	1101676.70114012
5.28E-4	1327506.23671026	1237014.33237464	1180658.62090808	1101418.060363
5.29E-4	1327221.08208954	1236740.19290017	1180391.22508165	1101159.93877929
5.3E-4	1326936.50084787	1236466.60412627	1180124.3658876	1100902.3343653
5.31E-4	1326652.49075291	1236193.56390847	1179858.0412368	1100645.24510904
5.32E-4	1326369.04958518	1235921.07011464	1179592.24905216	1100388.66901011
5.33E-4	1326086.17513799	1235649.12062496	1179326.98726854	1100132.60407964
5.34E-4	1325803.86521732	1235377.71333177	1179062.25383269	1099877.04834016
5.35E-4	1325522.1176417	1235106.84613951	1178798.04670313	1099621.99982557
5.36E-4	1325240.93024219	1234836.51696462	1178534.36385006	1099367.45658101
5.37E-4	1324960.30086219	1234566.72373545	1178271.2032553	1099113.41666278
5.38E-4	1324680.22735744	1234297.46439215	1178008.56291216	1098859.87813829
5.39E-4	1324400.70759584	1234028.73688662	1177746.44082539	1098606.83908593
5.4E-4	1324121.73945743	1233760.53918239	1177484.83501109	1098354.297595
5.41E-4	1323843.32083426	1233492.86925455	1177223.74349658	1098102.25176567
5.42E-4	1323565.44963029	1233225.72508964	1176963.16432038	1097850.69970882
5.43E-4	1323288.12376135	1232959.10468559	1176703.09553209	1097599.63954603
5.44E-4	1323011.34115499	1232693.00605163	1176443.5351923	1097349.06940948
5.45E-4	1322735.09975045	1232427.4272082	1176184.48137254	1097098.98744184
5.46E-4	1322459.39749854	1232162.36618685	1175925.93215517	1096849.39179624
5.47E-4	1322184.23236154	1231897.82103018	1175667.8856333	1096600.28063616
5.48E-4	1321909.60231315	1231633.78979178	1175410.33991074	1096351.65213534
5.49E-4	1321635.5053384	1231370.27053608	1175153.29310187	1096103.50447777
5.5E-4	1321361.93943355	1231107.26133833	1174896.74333163	1095855.83585753
5.51E-4	1321088.90260599	1230844.76028451	1174640.68873537	1095608.64447877
5.52E-4	1320816.39287422	1230582.76547122	1174385.12745883	1095361.92855562
5.53E-4	1320544.40826771	1230321.27500563	1174130.05765801	1095115.68631213
5.54E-4	1320272.94682684	1230060.28700541	1173875.47749917	1094869.91598216
5.55E-4	1320002.00660282	1229799.79959863	1173621.38515867	1094624.61580935
5.56E-4	1319731.5856576	1229539.81092368	1173367.77882295	1094379.78404703
5.57E-4	1319461.68206384	1229280.31912922	1173114.65668844	1094135.41895814
5.58E-4	1319192.29390474	1229021.32237408	1172862.01696149	1093891.51881518
5.59E-4	1318923.41927406	1228762.81882723	1172609.85785832	1093648.08190013
5.6E-4	1318655.05627599	1228504.80666764	1172358.17760487	1093405.10650438
5.61E-4	1318387.20302507	1228247.28408424	1172106.97443684	1093162.59092866
5.62E-4	1318119.85764615	1227990.24927589	1171856.24659954	1092920.53348298
5.63E-4	1317853.01827428	1227733.70045122	1171605.99234785	1092678.93248655
5.64E-4	1317586.68305465	1227477.63582864	1171356.20994613	1092437.78626774
5.65E-4	1317320.85014255	1227222.05363622	1171106.89766818	1092197.09316399
5.66E-4	1317055.51770323	1226966.95211165	1170858.05379717	1091956.85152173
5.67E-4	1316790.68391188	1226712.32950215	1170609.67662554	1091717.05969637
5.68E-4	1316526.34695354	1226458.18406441	1170361.76445498	1091477.71605218
5.69E-4	1316262.50502305	1226204.51406453	1170114.31559631	1091238.81896225
5.7E-4	1315999.15632494	1225951.31777793	1169867.32836947	1091000.36680845
5.71E-4	1315736.2990734	1225698.59348932	1169620.80110342	1090762.3579813
5.72E-4	1315473.9314922	1225446.33949259	1169374.73213608	1090524.79088
5.73E-4	1315212.05181459	1225194.55409079	1169129.11981427	1090287.66391228
5.74E-4	1314950.6582833	1224943.23559604	1168883.96249367	1090050.9754944
5.75E-4	1314689.7491504	1224692.38232944	1168639.25853872	1089814.72405107
5.76E-4	1314429.32267729	1224441.99262108	1168395.00632255	1089578.90801538
5.77E-4	1314169.3771346	1224192.06480988	1168151.204227	1089343.52582877
5.78E-4	1313909.91080215	1223942.59724363	1167907.85064244	1089108.57594092
5.79E-4	1313650.92196886	1223693.58827885	1167664.94396781	1088874.05680976
5.8E-4	1313392.4089327	1223445.03628075	1167422.48261051	1088639.96690134
5.81E-4	1313134.37000063	1223196.93962319	1167180.46498635	1088406.30468984
5.82E-4	1312876.80348853	1222949.29668861	1166938.8895195	1088173.06865747
5.83E-4	1312619.70772115	1222702.10586794	1166697.7546424	1087940.25729442
5.84E-4	1312363.08103203	1222455.36556059	1166457.05879577	1087707.86909882
5.85E-4	1312106.92176344	1222209.07417435	1166216.80042847	1087475.90257666
5.86E-4	1311851.22826635	1221963.23012535	1165976.97799751	1087244.35624178
5.87E-4	1311595.99890031	1221717.83183802	1165737.58996794	1087013.22861577
5.88E-4	1311341.23203347	1221472.87774499	1165498.63481284	1086782.51822791
5.89E-4	1311086.92604245	1221228.36628707	1165260.11101325	1086552.22361519
5.9E-4	1310833.07931232	1220984.29591317	1165022.01705809	1086322.34332215
5.91E-4	1310579.69023652	1220740.66508025	1164784.35144414	1086092.87590094
5.92E-4	1310326.75721684	1220497.47225329	1164547.11267596	1085863.81991116
5.93E-4	1310074.27866331	1220254.7159052	1164310.29926588	1085635.17391991
5.94E-4	1309822.25299418	1220012.39451678	1164073.90973387	1085406.93650164
5.95E-4	1309570.67863586	1219770.50657667	1163837.94260756	1085179.1062382
5.96E-4	1309319.55402285	1219529.05058128	1163602.39642217	1084951.68171869
5.97E-4	1309068.87759769	1219288.02503476	1163367.26972042	1084724.66153951
5.98E-4	1308818.64781093	1219047.42844893	1163132.56105252	1084498.04430421
5.99E-4	1308568.86312103	1218807.25934325	1162898.26897613	1084271.82862353
6E-4	1308319.52199434	1218567.51624474	1162664.39205625	1084046.01311528
6.01E-4	1308070.62290505	1218328.19768793	1162430.92886523	1083820.59640436
6.02E-4	1307822.16433509	1218089.30221484	1162197.8779827	1083595.57712266
6.03E-4	1307574.14477416	1217850.82837491	1161965.23799549	1083370.95390901
6.04E-4	1307326.56271959	1217612.77472492	1161733.00749764	1083146.72540918
6.05E-4	1307079.41667635	1217375.13982902	1161501.18509031	1082922.89027579
6.06E-4	1306832.70515696	1217137.92225858	1161269.76938175	1082699.4471683
6.07E-4	1306586.42668148	1216901.12059223	1161038.75898722	1082476.39475293
6.08E-4	1306340.57977741	1216664.73341576	1160808.152529	1082253.73170262
6.09E-4	1306095.1629797	1216428.75932208	1160577.9486363	1082031.45669701
6.1E-4	1305850.17483063	1216193.19691119	1160348.14594522	1081809.56842237
6.11E-4	1305605.61387983	1215958.04479012	1160118.74309871	1081588.06557158
6.12E-4	1305361.47868417	1215723.30157288	1159889.73874654	1081366.94684405
6.13E-4	1305117.76780776	1215488.96588042	1159661.13154522	1081146.21094571
6.14E-4	1304874.47982189	1215255.03634058	1159432.92015799	1080925.85658895
6.15E-4	1304631.61330496	1215021.51158805	1159205.10325474	1080705.88249259
6.16E-4	1304389.16684245	1214788.39026432	1158977.679512	1080486.28738183
6.17E-4	1304147.13902689	1214555.67101765	1158750.64761289	1080267.06998819
6.18E-4	1303905.52845776	1214323.35250299	1158524.00624704	1080048.22904951
6.19E-4	1303664.33374153	1214091.43338197	1158297.75411061	1079829.76330986
6.2E-4	1303423.55349152	1213859.91232284	1158071.88990619	1079611.67151954
6.21E-4	1303183.18632792	1213628.78800044	1157846.41234278	1079393.95243503
6.22E-4	1302943.23087773	1213398.05909613	1157621.32013577	1079176.60481892
6.23E-4	1302703.68577469	1213167.72429779	1157396.61200685	1078959.6274399
6.24E-4	1302464.54965928	1212937.78229973	1157172.28668402	1078743.01907272
6.25E-4	1302225.82117863	1212708.23180269	1156948.3429015	1078526.77849814
6.26E-4	1301987.49898652	1212479.07151376	1156724.77939975	1078310.90450289
6.27E-4	1301749.5817433	1212250.30014637	1156501.59492535	1078095.39587964
6.28E-4	1301512.06811587	1212021.91642024	1156278.78823103	1077880.25142695
6.29E-4	1301274.95677763	1211793.91906132	1156056.35807561	1077665.46994925
6.3E-4	1301038.24640844	1211566.30680178	1155834.30322395	1077451.05025678
6.31E-4	1300801.93569458	1211339.07837995	1155612.6224469	1077236.99116556
6.32E-4	1300566.0233287	1211112.2325403	1155391.31452129	1077023.29149738
6.33E-4	1300330.50800979	1210885.76803336	1155170.37822989	1076809.95007971
6.34E-4	1300095.38844314	1210659.68361573	1154949.81236135	1076596.96574571
6.35E-4	1299860.66334028	1210433.97805	1154729.61571016	1076384.33733417
6.36E-4	1299626.33141897	1210208.65010476	1154509.78707665	1076172.06368947
6.37E-4	1299392.39140313	1209983.6985545	1154290.32526691	1075960.14366159
6.38E-4	1299158.84202282	1209759.12217961	1154071.2290928	1075748.57610599
6.39E-4	1298925.68201421	1209534.91976637	1153852.49737184	1075537.35988366
6.4E-4	1298692.91011951	1209311.09010683	1153634.12892727	1075326.49386103
6.41E-4	1298460.52508695	1209087.63199886	1153416.12258791	1075115.97690997
6.42E-4	1298228.52567076	1208864.54424606	1153198.47718823	1074905.80790772
6.43E-4	1297996.91063109	1208641.82565775	1152981.19156822	1074695.9857369
6.44E-4	1297765.678734	1208419.4750489	1152764.26457343	1074486.50928542
6.45E-4	1297534.82875144	1208197.49124015	1152547.69505487	1074277.3774465
6.46E-4	1297304.35946116	1207975.87305772	1152331.48186904	1074068.58911861
6.47E-4	1297074.26964673	1207754.6193334	1152115.62387782	1073860.14320545
6.48E-4	1296844.55809746	1207533.72890452	1151900.11994853	1073652.0386159
6.49E-4	1296615.2236084	1207313.20061391	1151684.96895381	1073444.27426399
6.5E-4	1296386.26498027	1207093.03330984	1151470.16977164	1073236.84906889
6.51E-4	1296157.68101945	1206873.22584604	1151255.72128527	1073029.76195484
6.52E-4	1295929.47053793	1206653.77708162	1151041.62238321	1072823.01185117
6.53E-4	1295701.63235329	1206434.68588104	1150827.87195922	1072616.59769222
6.54E-4	1295474.16528866	1206215.9511141	1150614.4689122	1072410.51841732
6.55E-4	1295247.06817265	1205997.5716559	1150401.41214626	1072204.77297079
6.56E-4	1295020.33983939	1205779.5463868	1150188.70057061	1071999.36030186
6.57E-4	1294793.97912842	1205561.87419237	1149976.33309954	1071794.2793647
6.58E-4	1294567.98488471	1205344.55396341	1149764.30865243	1071589.52911831
6.59E-4	1294342.35595861	1205127.58459586	1149552.62615368	1071385.10852657
6.6E-4	1294117.09120578	1204910.9649908	1149341.28453268	1071181.01655816
6.61E-4	1293892.18948723	1204694.69405442	1149130.28272381	1070977.25218655
6.62E-4	1293667.64966923	1204478.77069796	1148919.61966638	1070773.81438996
6.63E-4	1293443.4706233	1204263.19383772	1148709.29430461	1070570.70215134
6.64E-4	1293219.65122616	1204047.962395	1148499.30558758	1070367.91445834
6.65E-4	1292996.19035974	1203833.07529607	1148289.65246925	1070165.45030328
6.66E-4	1292773.08691108	1203618.53147216	1148080.33390838	1069963.30868311
6.67E-4	1292550.33977237	1203404.32985941	1147871.34886852	1069761.4885994
6.68E-4	1292327.94784089	1203190.46939886	1147662.69631799	1069559.98905832
6.69E-4	1292105.91001895	1202976.94903638	1147454.37522982	1069358.80907056
6.7E-4	1291884.2252139	1202763.76772268	1147246.38458178	1069157.94765136
6.71E-4	1291662.8923381	1202550.92441329	1147038.72335629	1068957.40382047
6.72E-4	1291441.91030884	1202338.41806848	1146831.3905404	1068757.1766021
6.73E-4	1291221.27804838	1202126.24765328	1146624.38512581	1068557.2650249
6.74E-4	1291000.99448386	1201914.41213741	1146417.7061088	1068357.66812196
6.75E-4	1290781.05854732	1201702.9104953	1146211.35249021	1068158.38493075
6.76E-4	1290561.46917562	1201491.74170603	1146005.3232754	1067959.41449311
6.77E-4	1290342.22531045	1201280.90475328	1145799.61747426	1067760.75585521
6.78E-4	1290123.3258983	1201070.39862535	1145594.23410116	1067562.40806756
6.79E-4	1289904.76989039	1200860.22231514	1145389.1721749	1067364.37018494
6.8E-4	1289686.5562427	1200650.37482004	1145184.43071874	1067166.64126639
6.81E-4	1289468.68391591	1200440.85514199	1144980.00876031	1066969.2203752
6.82E-4	1289251.15187534	1200231.66228742	1144775.90533163	1066772.10657886
6.83E-4	1289033.95909101	1200022.79526722	1144572.11946907	1066575.29894906
6.84E-4	1288817.10453752	1199814.25309671	1144368.65021332	1066378.79656164
6.85E-4	1288600.58719408	1199606.03479563	1144165.49660936	1066182.59849659
6.86E-4	1288384.40604446	1199398.1393881	1143962.65770645	1065986.70383799
6.87E-4	1288168.56007696	1199190.5659026	1143760.13255809	1065791.11167405
6.88E-4	1287953.0482844	1198983.31337195	1143557.92022201	1065595.82109699
6.89E-4	1287737.86966409	1198776.38083326	1143356.01976013	1065400.83120313
6.9E-4	1287523.02321779	1198569.76732795	1143154.43023853	1065206.14109275
6.91E-4	1287308.50795168	1198363.47190166	1142953.15072745	1065011.74987016
6.92E-4	1287094.32287637	1198157.49360429	1142752.18030126	1064817.65664364
6.93E-4	1286880.46700683	1197951.83148994	1142551.5180384	1064623.86052538
6.94E-4	1286666.93936239	1197746.48461688	1142351.16302142	1064430.36063154
6.95E-4	1286453.73896672	1197541.45204757	1142151.11433689	1064237.15608215
6.96E-4	1286240.86484777	1197336.73284856	1141951.37107542	1064044.24600113
6.97E-4	1286028.31603779	1197132.32609055	1141751.93233162	1063851.62951624
6.98E-4	1285816.09157327	1196928.23084829	1141552.79720408	1063659.30575909
6.99E-4	1285604.19049494	1196724.44620061	1141353.96479536	1063467.27386509
7E-4	1285392.61184772	1196520.97123038	1141155.43421192	1063275.53297344
7.01E-4	1285181.35468072	1196317.80502449	1140957.20456416	1063084.08222711
7.02E-4	1284970.41804719	1196114.94667379	1140759.27496637	1062892.92077281
