time (s)	Current (A)	Current (A)
	Device 1	Device 2
0.2179	1.433	6.909E-5
0.2179	1.434	6.919E-5
0.2179	1.435	6.929E-5
0.2179	1.436	6.94E-5
0.218	1.437	6.95E-5
0.218	1.438	6.96E-5
0.218	1.439	6.97E-5
0.218	1.439	6.981E-5
0.218	1.44	6.991E-5
0.218	1.441	7.002E-5
0.218	1.442	7.012E-5
0.218	1.443	7.023E-5
0.218	1.444	7.034E-5
0.2181	1.445	7.044E-5
0.2181	1.446	7.055E-5
0.2181	1.446	7.066E-5
0.2181	1.447	7.077E-5
0.2181	1.448	7.088E-5
0.2181	1.449	7.099E-5
0.2181	1.45	7.11E-5
0.2181	1.451	7.121E-5
0.2181	1.452	7.132E-5
0.2182	1.453	7.143E-5
0.2182	1.454	7.155E-5
0.2182	1.455	7.166E-5
0.2182	1.455	7.177E-5
0.2182	1.456	7.189E-5
0.2182	1.457	7.2E-5
0.2182	1.458	7.212E-5
0.2182	1.459	7.224E-5
0.2183	1.46	7.236E-5
0.2183	1.461	7.247E-5
0.2183	1.462	7.259E-5
0.2183	1.463	7.271E-5
0.2183	1.464	7.283E-5
0.2183	1.465	7.295E-5
0.2183	1.466	7.308E-5
0.2183	1.467	7.32E-5
0.2183	1.468	7.332E-5
0.2184	1.469	7.345E-5
0.2184	1.47	7.357E-5
0.2184	1.471	7.37E-5
0.2184	1.472	7.382E-5
0.2184	1.473	7.395E-5
0.2184	1.474	7.408E-5
0.2184	1.475	7.421E-5
0.2184	1.476	7.433E-5
0.2185	1.477	7.447E-5
0.2185	1.478	7.46E-5
0.2185	1.479	7.473E-5
0.2185	1.48	7.486E-5
0.2185	1.481	7.499E-5
0.2185	1.482	7.513E-5
0.2185	1.483	7.526E-5
0.2186	1.484	7.54E-5
0.2186	1.485	7.554E-5
0.2186	1.486	7.568E-5
0.2186	1.487	7.581E-5
0.2186	1.488	7.595E-5
0.2186	1.489	7.61E-5
0.2186	1.49	7.624E-5
0.2186	1.492	7.638E-5
0.2187	1.493	7.652E-5
0.2187	1.494	7.667E-5
0.2187	1.495	7.681E-5
0.2187	1.496	7.696E-5
0.2187	1.497	7.711E-5
0.2187	1.498	7.726E-5
0.2187	1.499	7.741E-5
0.2188	1.5	7.756E-5
0.2188	1.502	7.771E-5
0.2188	1.503	7.786E-5
0.2188	1.504	7.802E-5
0.2188	1.505	7.817E-5
0.2188	1.506	7.833E-5
0.2188	1.507	7.849E-5
0.2189	1.509	7.865E-5
0.2189	1.51	7.881E-5
0.2189	1.511	7.897E-5
0.2189	1.512	7.913E-5
0.2189	1.513	7.929E-5
0.2189	1.514	7.946E-5
0.2189	1.516	7.962E-5
0.219	1.517	7.979E-5
0.219	1.518	7.996E-5
0.219	1.519	8.013E-5
0.219	1.521	8.03E-5
0.219	1.522	8.047E-5
0.219	1.523	8.065E-5
0.2191	1.524	8.082E-5
0.2191	1.526	8.1E-5
0.2191	1.527	8.118E-5
0.2191	1.528	8.136E-5
0.2191	1.53	8.154E-5
0.2191	1.531	8.172E-5
0.2192	1.532	8.19E-5
0.2192	1.533	8.209E-5
0.2192	1.535	8.228E-5
0.2192	1.536	8.247E-5
0.2192	1.537	8.266E-5
0.2192	1.539	8.285E-5
0.2193	1.54	8.304E-5
0.2193	1.542	8.324E-5
0.2193	1.543	8.343E-5
0.2193	1.544	8.363E-5
0.2193	1.546	8.383E-5
0.2193	1.547	8.403E-5
0.2194	1.548	8.424E-5
0.2194	1.55	8.444E-5
0.2194	1.551	8.465E-5
0.2194	1.553	8.486E-5
0.2194	1.554	8.507E-5
0.2194	1.556	8.528E-5
0.2195	1.557	8.549E-5
0.2195	1.559	8.571E-5
0.2195	1.56	8.593E-5
0.2195	1.562	8.615E-5
0.2195	1.563	8.637E-5
0.2196	1.565	8.66E-5
0.2196	1.566	8.682E-5
0.2196	1.568	8.705E-5
0.2196	1.569	8.728E-5
0.2196	1.571	8.751E-5
0.2197	1.572	8.775E-5
0.2197	1.574	8.799E-5
0.2197	1.576	8.822E-5
0.2197	1.577	8.847E-5
0.2197	1.579	8.871E-5
0.2198	1.58	8.896E-5
0.2198	1.582	8.92E-5
0.2198	1.584	8.946E-5
0.2198	1.585	8.971E-5
0.2198	1.587	8.997E-5
0.2199	1.589	9.022E-5
0.2199	1.59	9.048E-5
0.2199	1.592	9.075E-5
0.2199	1.594	9.101E-5
0.2199	1.596	9.128E-5
0.22	1.597	9.155E-5
0.22	1.599	9.183E-5
0.22	1.601	9.21E-5
0.22	1.603	9.238E-5
0.2201	1.604	9.267E-5
0.2201	1.606	9.295E-5
0.2201	1.608	9.324E-5
0.2201	1.61	9.353E-5
0.2201	1.612	9.382E-5
0.2202	1.614	9.412E-5
0.2202	1.615	9.442E-5
0.2202	1.617	9.472E-5
0.2202	1.619	9.503E-5
0.2203	1.621	9.534E-5
0.2203	1.623	9.565E-5
0.2203	1.625	9.597E-5
0.2203	1.627	9.629E-5
0.2204	1.629	9.661E-5
0.2204	1.631	9.694E-5
0.2204	1.633	9.727E-5
0.2204	1.635	9.76E-5
0.2205	1.637	9.793E-5
0.2205	1.639	9.827E-5
0.2205	1.641	9.862E-5
0.2205	1.643	9.896E-5
0.2206	1.645	9.931E-5
0.2206	1.647	9.967E-5
0.2206	1.649	1E-4
0.2206	1.652	1.004E-4
0.2207	1.654	1.008E-4
0.2207	1.656	1.011E-4
0.2207	1.658	1.015E-4
0.2208	1.66	1.019E-4
0.2208	1.663	1.023E-4
0.2208	1.665	1.026E-4
0.2208	1.667	1.03E-4
0.2209	1.669	1.034E-4
0.2209	1.672	1.038E-4
0.2209	1.674	1.042E-4
0.221	1.676	1.046E-4
0.221	1.679	1.05E-4
0.221	1.681	1.055E-4
0.221	1.683	1.059E-4
0.2211	1.686	1.063E-4
0.2211	1.688	1.067E-4
0.2211	1.69	1.072E-4
0.2212	1.693	1.076E-4
0.2212	1.695	1.08E-4
0.2212	1.698	1.085E-4
0.2213	1.7	1.089E-4
0.2213	1.703	1.094E-4
0.2213	1.705	1.099E-4
0.2213	1.708	1.103E-4
0.2214	1.711	1.108E-4
0.2214	1.713	1.113E-4
0.2214	1.716	1.118E-4
0.2215	1.718	1.123E-4
0.2215	1.721	1.128E-4
0.2215	1.724	1.133E-4
0.2216	1.726	1.138E-4
0.2216	1.729	1.143E-4
0.2216	1.732	1.148E-4
0.2217	1.735	1.153E-4
0.2217	1.737	1.159E-4
0.2218	1.74	1.164E-4
0.2218	1.743	1.169E-4
0.2218	1.746	1.175E-4
0.2219	1.749	1.181E-4
0.2219	1.752	1.186E-4
0.2219	1.755	1.192E-4
0.222	1.757	1.198E-4
0.222	1.76	1.204E-4
0.222	1.764	1.21E-4
0.2221	1.767	1.216E-4
0.2221	1.77	1.222E-4
0.2222	1.773	1.229E-4
0.2222	1.776	1.235E-4
0.2222	1.779	1.242E-4
0.2223	1.782	1.248E-4
0.2223	1.786	1.255E-4
0.2224	1.789	1.262E-4
0.2224	1.793	1.269E-4
0.2225	1.796	1.277E-4
0.2225	1.8	1.284E-4
0.2225	1.803	1.292E-4
0.2226	1.807	1.3E-4
0.2226	1.811	1.308E-4
0.2227	1.815	1.317E-4
0.2227	1.82	1.326E-4
0.2228	1.824	1.336E-4
0.2229	1.829	1.347E-4
0.2229	1.834	1.357E-4
0.223	1.839	1.368E-4
0.223	1.844	1.38E-4
0.2231	1.849	1.391E-4
0.2232	1.854	1.403E-4
0.2232	1.86	1.415E-4
0.2233	1.864	1.426E-4
0.2234	1.868	1.435E-4
0.2234	1.872	1.444E-4
0.2234	1.876	1.453E-4
0.2235	1.879	1.461E-4
0.2235	1.883	1.469E-4
0.2236	1.886	1.476E-4
0.2236	1.889	1.484E-4
0.2237	1.892	1.491E-4
0.2237	1.895	1.499E-4
0.2237	1.898	1.506E-4
0.2238	1.901	1.513E-4
0.2238	1.904	1.519E-4
0.2238	1.907	1.526E-4
0.2239	1.91	1.533E-4
0.2239	1.912	1.539E-4
0.2239	1.915	1.546E-4
0.224	1.917	1.552E-4
0.224	1.92	1.559E-4
0.224	1.923	1.565E-4
0.2241	1.925	1.571E-4
0.2241	1.928	1.577E-4
0.2241	1.93	1.583E-4
0.2242	1.932	1.589E-4
0.2242	1.935	1.595E-4
0.2242	1.937	1.601E-4
0.2242	1.939	1.607E-4
0.2243	1.942	1.613E-4
0.2243	1.944	1.619E-4
0.2243	1.946	1.625E-4
0.2244	1.949	1.631E-4
0.2244	1.951	1.636E-4
0.2244	1.953	1.642E-4
0.2244	1.955	1.648E-4
0.2245	1.957	1.653E-4
0.2245	1.959	1.659E-4
0.2245	1.962	1.664E-4
0.2245	1.964	1.67E-4
0.2246	1.966	1.675E-4
0.2246	1.968	1.681E-4
0.2246	1.97	1.686E-4
0.2247	1.972	1.692E-4
0.2247	1.974	1.697E-4
0.2247	1.976	1.702E-4
0.2247	1.978	1.708E-4
0.2248	1.98	1.713E-4
0.2248	1.982	1.718E-4
0.2248	1.984	1.724E-4
0.2248	1.986	1.729E-4
0.2248	1.988	1.734E-4
0.2249	1.99	1.739E-4
0.2249	1.992	1.745E-4
0.2249	1.994	1.75E-4
0.2249	1.996	1.755E-4
0.225	1.997	1.76E-4
0.225	1.999	1.765E-4
0.225	2	1.767E-4
0.225	2	1.767E-4
0.225	2	1.767E-4
0.225	2	1.767E-4
0.225	2	1.767E-4
0.225	2	1.767E-4
0.225	2	1.766E-4
0.225	1.999	1.766E-4
0.225	1.999	1.764E-4
0.225	1.998	1.762E-4
0.225	1.997	1.759E-4
0.2251	1.996	1.756E-4
0.2251	1.995	1.754E-4
0.2251	1.994	1.751E-4
0.2251	1.993	1.749E-4
0.2251	1.992	1.746E-4
0.2251	1.991	1.744E-4
0.2251	1.99	1.741E-4
0.2251	1.989	1.739E-4
0.2252	1.988	1.736E-4
0.2252	1.987	1.734E-4
0.2252	1.986	1.731E-4
0.2252	1.985	1.728E-4
0.2252	1.984	1.726E-4
0.2252	1.983	1.723E-4
0.2252	1.982	1.721E-4
0.2252	1.981	1.718E-4
0.2253	1.98	1.716E-4
0.2253	1.979	1.713E-4
0.2253	1.978	1.711E-4
0.2253	1.977	1.708E-4
0.2253	1.976	1.706E-4
0.2253	1.975	1.703E-4
0.2253	1.974	1.7E-4
0.2253	1.973	1.698E-4
0.2254	1.972	1.695E-4
0.2254	1.971	1.693E-4
0.2254	1.97	1.69E-4
0.2254	1.969	1.688E-4
0.2254	1.968	1.685E-4
0.2254	1.966	1.682E-4
0.2254	1.965	1.68E-4
0.2254	1.964	1.677E-4
0.2255	1.963	1.675E-4
0.2255	1.962	1.672E-4
0.2255	1.961	1.669E-4
0.2255	1.96	1.667E-4
0.2255	1.959	1.664E-4
0.2255	1.958	1.662E-4
0.2255	1.957	1.659E-4
0.2256	1.956	1.656E-4
0.2256	1.955	1.654E-4
0.2256	1.954	1.651E-4
0.2256	1.952	1.648E-4
0.2256	1.951	1.646E-4
0.2256	1.95	1.643E-4
0.2256	1.949	1.64E-4
0.2256	1.948	1.638E-4
0.2257	1.947	1.635E-4
0.2257	1.946	1.632E-4
0.2257	1.945	1.63E-4
0.2257	1.944	1.627E-4
0.2257	1.942	1.624E-4
0.2257	1.941	1.621E-4
0.2257	1.94	1.619E-4
0.2258	1.939	1.616E-4
0.2258	1.938	1.613E-4
0.2258	1.937	1.61E-4
0.2258	1.935	1.608E-4
0.2258	1.934	1.605E-4
0.2258	1.933	1.602E-4
0.2259	1.932	1.599E-4
0.2259	1.931	1.596E-4
0.2259	1.929	1.593E-4
0.2259	1.928	1.591E-4
0.2259	1.927	1.588E-4
0.2259	1.926	1.585E-4
0.2259	1.924	1.582E-4
0.226	1.923	1.579E-4
0.226	1.922	1.576E-4
0.226	1.921	1.573E-4
0.226	1.919	1.57E-4
0.226	1.918	1.567E-4
0.226	1.917	1.564E-4
0.2261	1.916	1.561E-4
0.2261	1.914	1.558E-4
0.2261	1.913	1.555E-4
0.2261	1.912	1.552E-4
0.2261	1.91	1.549E-4
0.2261	1.909	1.546E-4
0.2262	1.907	1.543E-4
0.2262	1.906	1.54E-4
0.2262	1.905	1.537E-4
0.2262	1.903	1.533E-4
0.2262	1.902	1.53E-4
0.2262	1.9	1.527E-4
0.2263	1.899	1.524E-4
0.2263	1.897	1.52E-4
0.2263	1.896	1.517E-4
0.2263	1.894	1.513E-4
0.2263	1.893	1.51E-4
0.2264	1.891	1.507E-4
0.2264	1.89	1.503E-4
0.2264	1.888	1.499E-4
0.2264	1.886	1.496E-4
0.2264	1.885	1.492E-4
0.2265	1.883	1.488E-4
0.2265	1.881	1.485E-4
0.2265	1.88	1.481E-4
0.2265	1.878	1.477E-4
0.2266	1.876	1.473E-4
0.2266	1.874	1.469E-4
0.2266	1.872	1.464E-4
0.2266	1.87	1.46E-4
0.2267	1.868	1.455E-4
0.2267	1.866	1.451E-4
0.2267	1.863	1.446E-4
0.2267	1.861	1.441E-4
0.2268	1.859	1.436E-4
0.2268	1.857	1.431E-4
0.2268	1.854	1.426E-4
0.2269	1.852	1.421E-4
0.2269	1.85	1.416E-4
0.2269	1.847	1.411E-4
0.2269	1.845	1.406E-4
0.227	1.843	1.402E-4
0.227	1.84	1.397E-4
0.227	1.838	1.392E-4
0.2271	1.835	1.387E-4
0.2271	1.833	1.382E-4
0.2271	1.831	1.377E-4
0.2271	1.829	1.373E-4
0.2272	1.827	1.369E-4
0.2272	1.825	1.365E-4
0.2272	1.823	1.361E-4
0.2272	1.821	1.357E-4
0.2273	1.819	1.353E-4
0.2273	1.817	1.349E-4
0.2273	1.815	1.346E-4
0.2273	1.814	1.342E-4
0.2274	1.812	1.339E-4
0.2274	1.81	1.335E-4
0.2274	1.808	1.332E-4
0.2274	1.807	1.328E-4
0.2274	1.805	1.325E-4
0.2275	1.803	1.321E-4
0.2275	1.802	1.318E-4
0.2275	1.8	1.315E-4
0.2275	1.798	1.312E-4
0.2275	1.797	1.308E-4
0.2276	1.795	1.305E-4
0.2276	1.793	1.302E-4
0.2276	1.792	1.299E-4
0.2276	1.79	1.296E-4
0.2276	1.789	1.293E-4
0.2277	1.787	1.29E-4
0.2277	1.785	1.287E-4
0.2277	1.784	1.284E-4
0.2277	1.782	1.281E-4
0.2277	1.781	1.278E-4
0.2278	1.779	1.275E-4
0.2278	1.778	1.272E-4
0.2278	1.776	1.269E-4
0.2278	1.775	1.266E-4
0.2278	1.773	1.263E-4
0.2279	1.772	1.26E-4
0.2279	1.77	1.257E-4
0.2279	1.769	1.255E-4
0.2279	1.767	1.252E-4
0.2279	1.766	1.249E-4
0.2279	1.764	1.246E-4
0.228	1.763	1.243E-4
0.228	1.761	1.241E-4
0.228	1.76	1.238E-4
0.228	1.758	1.235E-4
0.228	1.757	1.232E-4
0.2281	1.756	1.23E-4
0.2281	1.754	1.227E-4
0.2281	1.753	1.224E-4
0.2281	1.751	1.222E-4
0.2281	1.75	1.219E-4
0.2281	1.748	1.216E-4
0.2282	1.747	1.214E-4
0.2282	1.745	1.211E-4
0.2282	1.744	1.208E-4
0.2282	1.743	1.206E-4
0.2282	1.741	1.203E-4
0.2283	1.74	1.2E-4
0.2283	1.738	1.198E-4
0.2283	1.737	1.195E-4
0.2283	1.735	1.193E-4
0.2283	1.734	1.19E-4
0.2283	1.733	1.188E-4
0.2284	1.731	1.185E-4
0.2284	1.73	1.182E-4
0.2284	1.728	1.18E-4
0.2284	1.727	1.177E-4
0.2284	1.725	1.175E-4
0.2285	1.724	1.172E-4
0.2285	1.723	1.17E-4
0.2285	1.721	1.167E-4
0.2285	1.72	1.165E-4
0.2285	1.718	1.162E-4
0.2285	1.717	1.16E-4
0.2286	1.715	1.157E-4
0.2286	1.714	1.155E-4
0.2286	1.713	1.152E-4
0.2286	1.711	1.15E-4
0.2286	1.71	1.147E-4
0.2286	1.708	1.145E-4
0.2287	1.707	1.142E-4
0.2287	1.706	1.14E-4
0.2287	1.704	1.137E-4
0.2287	1.703	1.135E-4
0.2287	1.701	1.132E-4
0.2288	1.7	1.13E-4
0.2288	1.699	1.127E-4
0.2288	1.697	1.125E-4
0.2288	1.696	1.123E-4
0.2288	1.694	1.12E-4
0.2288	1.693	1.118E-4
0.2289	1.691	1.115E-4
0.2289	1.69	1.113E-4
0.2289	1.689	1.11E-4
0.2289	1.687	1.108E-4
0.2289	1.686	1.106E-4
0.2289	1.684	1.103E-4
0.229	1.683	1.101E-4
0.229	1.681	1.098E-4
0.229	1.68	1.096E-4
0.229	1.679	1.094E-4
0.229	1.677	1.091E-4
0.2291	1.676	1.089E-4
0.2291	1.674	1.086E-4
0.2291	1.673	1.084E-4
0.2291	1.671	1.082E-4
0.2291	1.67	1.079E-4
0.2291	1.669	1.077E-4
0.2292	1.667	1.075E-4
0.2292	1.666	1.072E-4
0.2292	1.664	1.07E-4
0.2292	1.663	1.067E-4
0.2292	1.661	1.065E-4
0.2293	1.66	1.063E-4
0.2293	1.658	1.06E-4
0.2293	1.657	1.058E-4
0.2293	1.656	1.056E-4
0.2293	1.654	1.053E-4
0.2293	1.653	1.051E-4
0.2294	1.651	1.048E-4
0.2294	1.65	1.046E-4
0.2294	1.648	1.044E-4
0.2294	1.647	1.041E-4
0.2294	1.645	1.039E-4
0.2295	1.644	1.037E-4
0.2295	1.642	1.034E-4
0.2295	1.641	1.032E-4
0.2295	1.639	1.03E-4
0.2295	1.638	1.027E-4
0.2295	1.636	1.025E-4
0.2296	1.635	1.023E-4
0.2296	1.633	1.02E-4
0.2296	1.632	1.018E-4
0.2296	1.63	1.015E-4
0.2296	1.629	1.013E-4
0.2297	1.627	1.011E-4
0.2297	1.626	1.008E-4
0.2297	1.624	1.006E-4
0.2297	1.623	1.004E-4
0.2297	1.621	1.001E-4
0.2298	1.62	9.99E-5
0.2298	1.618	9.966E-5
0.2298	1.617	9.942E-5
0.2298	1.615	9.919E-5
0.2298	1.614	9.895E-5
0.2298	1.613	9.889E-5
0.2298	1.613	9.886E-5
0.2298	1.613	9.88E-5
0.2298	1.613	9.88E-5
0.2298	1.613	9.879E-5
0.2298	1.613	9.879E-5
0.2298	1.613	9.879E-5
0.2298	1.613	9.879E-5
0.2298	1.613	9.879E-5
0.2298	1.613	9.879E-5
0.2298	1.613	9.879E-5
0.2298	1.613	9.879E-5
0.2298	1.613	9.878E-5
0.2298	1.612	9.878E-5
0.2298	1.612	9.876E-5
0.2298	1.612	9.873E-5
0.2299	1.612	9.867E-5
0.2299	1.611	9.855E-5
0.2299	1.609	9.832E-5
0.2299	1.606	9.785E-5
0.23	1.603	9.736E-5
0.23	1.6	9.687E-5
0.23	1.597	9.64E-5
0.2301	1.593	9.592E-5
0.2301	1.59	9.546E-5
0.2302	1.587	9.499E-5
0.2302	1.584	9.453E-5
0.2302	1.581	9.406E-5
0.2303	1.578	9.36E-5
0.2303	1.574	9.313E-5
0.2304	1.571	9.267E-5
0.2304	1.568	9.221E-5
0.2304	1.565	9.174E-5
0.2305	1.561	9.128E-5
0.2305	1.558	9.082E-5
0.2306	1.555	9.036E-5
0.2306	1.552	8.99E-5
0.2306	1.548	8.944E-5
0.2307	1.545	8.898E-5
0.2307	1.542	8.853E-5
0.2308	1.538	8.807E-5
0.2308	1.535	8.761E-5
0.2309	1.532	8.716E-5
0.2309	1.528	8.67E-5
0.2309	1.525	8.625E-5
0.231	1.521	8.579E-5
0.231	1.518	8.534E-5
0.2311	1.514	8.488E-5
0.2311	1.511	8.443E-5
0.2312	1.508	8.398E-5
0.2312	1.504	8.353E-5
0.2312	1.501	8.308E-5
0.2313	1.497	8.263E-5
0.2313	1.494	8.218E-5
0.2314	1.49	8.173E-5
0.2314	1.486	8.128E-5
0.2315	1.483	8.084E-5
0.2315	1.479	8.039E-5
0.2316	1.476	7.995E-5
0.2316	1.472	7.95E-5
0.2316	1.469	7.906E-5
0.2317	1.465	7.861E-5
0.2317	1.461	7.817E-5
0.2318	1.458	7.773E-5
0.2318	1.454	7.729E-5
0.2319	1.45	7.684E-5
0.2319	1.447	7.64E-5
0.232	1.443	7.596E-5
0.232	1.439	7.553E-5
0.2321	1.435	7.509E-5
0.2321	1.432	7.465E-5
0.2322	1.428	7.421E-5
0.2322	1.424	7.378E-5
0.2322	1.42	7.334E-5
0.2323	1.417	7.291E-5
0.2323	1.413	7.247E-5
0.2324	1.409	7.204E-5
0.2324	1.405	7.161E-5
0.2325	1.401	7.118E-5
0.2325	1.397	7.075E-5
0.2326	1.393	7.032E-5
0.2326	1.389	6.989E-5
0.2327	1.385	6.946E-5
0.2327	1.382	6.903E-5
0.2328	1.378	6.861E-5
0.2328	1.374	6.818E-5
0.2329	1.37	6.775E-5
0.2329	1.366	6.733E-5
0.233	1.362	6.691E-5
0.233	1.357	6.648E-5
0.2331	1.353	6.606E-5
0.2331	1.349	6.564E-5
0.2332	1.345	6.522E-5
0.2332	1.341	6.48E-5
0.2333	1.337	6.438E-5
0.2333	1.333	6.396E-5
0.2334	1.329	6.354E-5
0.2334	1.324	6.313E-5
0.2335	1.32	6.271E-5
0.2335	1.316	6.23E-5
0.2336	1.312	6.188E-5
0.2337	1.308	6.147E-5
0.2337	1.303	6.106E-5
0.2338	1.299	6.065E-5
0.2338	1.295	6.023E-5
0.2339	1.29	5.982E-5
0.2339	1.286	5.942E-5
0.234	1.282	5.901E-5
0.234	1.277	5.86E-5
0.2341	1.273	5.819E-5
0.2341	1.268	5.779E-5
0.2342	1.264	5.738E-5
0.2343	1.259	5.698E-5
0.2343	1.255	5.658E-5
0.2344	1.25	5.617E-5
0.2344	1.246	5.577E-5
0.2345	1.241	5.537E-5
0.2345	1.237	5.497E-5
0.2346	1.232	5.457E-5
0.2347	1.228	5.418E-5
0.2347	1.223	5.378E-5
0.2348	1.218	5.338E-5
0.2348	1.214	5.299E-5
0.2349	1.209	5.259E-5
0.2349	1.204	5.22E-5
0.235	1.2	5.181E-5
0.2351	1.195	5.142E-5
0.2351	1.19	5.102E-5
0.2352	1.185	5.063E-5
0.2352	1.18	5.025E-5
0.2353	1.176	4.986E-5
0.2354	1.171	4.947E-5
0.2354	1.166	4.908E-5
0.2355	1.161	4.87E-5
0.2355	1.156	4.832E-5
0.2356	1.151	4.793E-5
0.2357	1.146	4.755E-5
0.2357	1.141	4.717E-5
0.2358	1.136	4.679E-5
0.2359	1.131	4.641E-5
0.2359	1.126	4.603E-5
0.236	1.121	4.565E-5
0.2361	1.116	4.528E-5
0.2361	1.111	4.49E-5
0.2362	1.106	4.452E-5
0.2362	1.1	4.415E-5
0.2363	1.095	4.378E-5
0.2364	1.09	4.341E-5
0.2364	1.085	4.303E-5
0.2365	1.079	4.266E-5
0.2366	1.074	4.23E-5
0.2366	1.069	4.193E-5
0.2367	1.063	4.156E-5
0.2368	1.058	4.119E-5
0.2368	1.053	4.083E-5
0.2369	1.047	4.046E-5
0.237	1.042	4.01E-5
0.237	1.036	3.974E-5
0.2371	1.031	3.938E-5
0.2372	1.025	3.902E-5
0.2373	1.019	3.866E-5
0.2373	1.014	3.83E-5
0.2374	1.008	3.794E-5
0.2375	1.003	3.758E-5
0.2375	0.9969	3.723E-5
0.2376	0.9912	3.687E-5
0.2377	0.9854	3.652E-5
0.2378	0.9797	3.617E-5
0.2378	0.9738	3.582E-5
0.2379	0.968	3.546E-5
0.238	0.9621	3.511E-5
0.238	0.9562	3.477E-5
0.2381	0.9503	3.442E-5
0.2382	0.9444	3.407E-5
0.2383	0.9384	3.372E-5
0.2383	0.9323	3.338E-5
0.2384	0.9263	3.304E-5
0.2385	0.9202	3.269E-5
0.2386	0.9141	3.235E-5
0.2387	0.9079	3.201E-5
0.2387	0.9017	3.167E-5
0.2388	0.8955	3.133E-5
0.2389	0.8893	3.099E-5
0.239	0.883	3.065E-5
0.239	0.8767	3.032E-5
0.2391	0.8703	2.998E-5
0.2392	0.8639	2.965E-5
0.2393	0.8575	2.931E-5
0.2394	0.851	2.898E-5
0.2394	0.8445	2.865E-5
0.2395	0.838	2.832E-5
0.2396	0.8314	2.799E-5
0.2397	0.8248	2.766E-5
0.2398	0.8182	2.733E-5
0.2399	0.8115	2.701E-5
0.2399	0.8048	2.668E-5
0.24	0.798	2.636E-5
0.2401	0.7912	2.603E-5
0.2402	0.7844	2.571E-5
0.2403	0.7775	2.538E-5
0.2404	0.7706	2.506E-5
0.2405	0.7636	2.474E-5
0.2405	0.7566	2.442E-5
0.2406	0.7496	2.41E-5
0.2407	0.7425	2.379E-5
0.2408	0.7354	2.347E-5
0.2409	0.7282	2.315E-5
0.241	0.721	2.284E-5
0.2411	0.7137	2.252E-5
0.2412	0.7064	2.221E-5
0.2413	0.6991	2.189E-5
0.2414	0.6917	2.158E-5
0.2414	0.6843	2.127E-5
0.2415	0.6768	2.096E-5
0.2416	0.6692	2.065E-5
0.2417	0.6617	2.034E-5
0.2418	0.654	2.003E-5
0.2419	0.6464	1.972E-5
0.242	0.6386	1.942E-5
0.2421	0.6308	1.911E-5
0.2422	0.623	1.88E-5
0.2423	0.6151	1.85E-5
0.2424	0.6072	1.82E-5
0.2425	0.5992	1.789E-5
0.2426	0.5912	1.759E-5
0.2427	0.5832	1.729E-5
0.2428	0.5752	1.699E-5
0.2429	0.5672	1.67E-5
0.243	0.5592	1.641E-5
0.2431	0.5512	1.612E-5
0.2432	0.5432	1.583E-5
0.2433	0.5352	1.555E-5
0.2434	0.5272	1.527E-5
0.2435	0.5192	1.499E-5
0.2436	0.5112	1.471E-5
0.2437	0.5032	1.444E-5
0.2438	0.4952	1.416E-5
0.2439	0.4872	1.389E-5
0.244	0.4792	1.362E-5
0.2441	0.4712	1.336E-5
0.2442	0.4632	1.309E-5
0.2443	0.4552	1.283E-5
0.2444	0.4472	1.257E-5
0.2445	0.4392	1.231E-5
0.2446	0.4312	1.205E-5
0.2447	0.4232	1.18E-5
0.2448	0.4152	1.155E-5
0.2449	0.4072	1.129E-5
0.245	0.3992	1.104E-5
0.2451	0.3912	1.08E-5
0.2452	0.3832	1.055E-5
0.2453	0.3752	1.03E-5
0.2454	0.3672	1.006E-5
0.2455	0.3592	9.819E-6
0.2456	0.3512	9.579E-6
0.2457	0.3432	9.34E-6
0.2458	0.3352	9.103E-6
0.2459	0.3272	8.867E-6
0.246	0.3192	8.632E-6
0.2461	0.3112	8.399E-6
0.2462	0.3032	8.167E-6
0.2463	0.2952	7.936E-6
0.2464	0.2872	7.707E-6
0.2465	0.2792	7.478E-6
0.2466	0.2712	7.251E-6
0.2467	0.2632	7.025E-6
0.2468	0.2552	6.8E-6
0.2469	0.2472	6.576E-6
0.247	0.2392	6.354E-6
0.2471	0.2312	6.132E-6
0.2472	0.2232	5.911E-6
0.2473	0.2152	5.691E-6
0.2474	0.2072	5.472E-6
0.2475	0.1992	5.254E-6
0.2476	0.1912	5.036E-6
0.2477	0.1832	4.82E-6
0.2478	0.1752	4.604E-6
0.2479	0.1672	4.389E-6
0.248	0.1592	4.174E-6
0.2481	0.1512	3.96E-6
0.2482	0.1432	3.747E-6
0.2483	0.1352	3.535E-6
0.2484	0.1272	3.323E-6
0.2485	0.1192	3.111E-6
0.2486	0.1112	2.9E-6
0.2487	0.1032	2.69E-6
0.2488	0.09521	2.48E-6
0.2489	0.08721	2.27E-6
0.249	0.07921	2.061E-6
0.2491	0.07121	1.851E-6
0.2492	0.06321	1.643E-6
0.2493	0.05521	1.434E-6
0.2494	0.04721	1.226E-6
0.2495	0.03921	1.018E-6
0.2496	0.03121	8.101E-7
0.2497	0.02321	6.024E-7
0.2498	0.01521	3.947E-7
0.2499	0.007212	1.871E-7
0.25	1.11E-15	3.494E-20
0.25	-1.25E-4	-3.243E-9
0.25	-1.406E-4	-3.649E-9
0.25	-1.719E-4	-4.459E-9
0.25	-1.875E-4	-4.865E-9
0.25	-2.188E-4	-5.675E-9
