time (s)	Resistance (Ù)	Resistance (Ù)	Resistance (Ù)	Resistance (Ù)	Resistance (Ù)	Resistance (Ù)	Resistance (Ù)	Resistance (Ù)
	Vb = 0.65 V	Vb = 0.7 V	Vb = 0.75 V	Vb = 0.8 V	Vb = 0.85 V	Vb = 0.9 V	Vb = 0.95 V	Vb = 1 V
3.12312312312312E-7	365.513025676085	405.234519949852	454.845220863542	514.04735023669	581.593381121228	652.255421732744	709.544644924569	735.774617909636
3.36336336336336E-7	361.464231718521	401.178716755048	450.792597068089	510.030744495509	577.733248017002	648.983391424057	707.756938562175	735.399669715296
3.6036036036036E-7	357.705275170479	397.412057628413	447.027152406226	506.295108884639	574.132565918117	645.900365713413	706.02931477481	735.028268184478
3.84384384384384E-7	354.19873764191	393.897258239001	443.511973341752	502.804685777066	570.759488078886	642.986271462026	704.358043486331	734.660356991655
4.08408408408408E-7	350.914006298211	390.603808314827	440.216833449471	499.530135201678	567.587692360515	640.224071776001	702.739731273656	734.29588112781
4.32432432432432E-7	347.825717406388	387.506423925599	437.116669772116	496.447085392942	564.595172943442	637.599182940914	701.171282034962	733.934786859732
4.56456456456456E-7	344.912620876232	384.583918005249	434.190469837953	493.53507076644	561.763345315123	635.099024929349	699.649863239265	733.577021690872
4.80480480480481E-7	342.156736134407	381.818360415272	431.420443285059	490.776739334312	559.076371851295	632.712670364635	698.172876833105	733.222534323684
5.04504504504505E-7	339.542713993643	379.19444280769	428.791394991244	488.157251477203	556.520645800827	630.430567144446	696.737934053877	732.871274623397
5.28528528528528E-7	337.05734699023	376.698991140788	426.290243608076	485.663817177266	554.084391024268	628.244316921144	695.34283353672	732.523193583139
5.52552552552553E-7	334.689188575002	374.320586480733	423.905646814779	483.285335126567	551.757347660103	626.146496462055	693.985542211301	732.178243290361
5.76576576576577E-7	332.428253351578	372.049266448216	421.627706106783	481.01210792934	549.530522490798	624.130512299376	692.664178572439	731.836376894502
6.00600600600601E-7	330.265778505142	369.876287565924	419.447731684899	478.835614921417	547.395988657789	622.190481492195	691.376997979156	731.497548575834
6.24624624624625E-7	328.194032018845	367.793934181825	417.358053335094	476.74832916132	545.34672346264	620.321133066057	690.122379694001	731.161713515454
6.48648648648649E-7	326.206157081191	365.795363426508	415.351866908464	474.743568671459	543.376475880907	618.517725971009	688.898815421134	730.828827866344
6.72672672672673E-7	324.296044786196	363.874478345553	413.423108650649	472.815374514283	541.479657487325	616.77598034343	687.704899139895	730.498848725481
6.96696696696697E-7	322.45822916868	362.025823277691	411.566351529867	470.958410096093	539.651251996951	615.092019563986	686.53931806201	730.171734106936
7.20720720720721E-7	320.687800031168	360.244496956061	409.776719098434	469.167877412336	537.886739735133	613.462321138732	685.400844566649	729.847442915927
7.44744744744745E-7	318.980330061906	358.526079847515	408.049813445468	467.439446925067	536.182034173993	611.883674838652	684.288328989102	729.525934923777
