Pulse Number	Voltage (V)	Measurements (Ù)
23692	0.3	12475.375
23693	0.3	12475.375
23694	0.3	12475.375
23695	0.3	12475.375
23696	0.3	12475.375
23697	0.3	12475.375
23698	0.3	12475.375
23699	0.3	12475.375
23700	0.3	12475.375
23701	0	12475.375
23702	0.3	12475.375
23703	0.3	12475.375
23704	0.3	12475.375
23705	0.3	12475.375
23706	0.3	12475.375
23707	0.3	12475.375
23708	0.3	12475.375
23709	0.3	12475.375
23710	0.3	12475.375
23711	0.3	12475.375
23712	0	12475.375
23713	0.3	12475.375
23714	0.3	12475.375
23715	0.3	12475.375
23716	0.3	12475.375
23717	0.3	12475.375
23718	0.3	12475.375
23719	0.3	12475.375
23720	0.3	12475.375
23721	0.3	12475.375
23722	0.3	12475.375
23723	0	12475.375
23724	0.3	12475.375
23725	0.3	12475.375
23726	0.3	12475.375
23727	0.3	12475.375
23728	0.3	12475.375
23729	0.3	12475.375
23730	0.3	12475.375
23731	0.3	12475.375
23732	0.3	12475.375
23733	0.3	12475.375
23734	0	12475.375
23735	0.3	12475.375
23736	0.3	12475.375
23737	0.3	12475.375
23738	0.3	12475.375
23739	0.3	12475.375
23740	0.3	12475.375
23741	0.3	12475.375
23742	0.3	12475.375
23743	0.3	12475.375
23744	0.3	12475.375
23745	0	12475.375
23746	0.3	12475.375
23747	0.3	12475.375
23748	0.3	12475.375
23749	0.3	12475.375
23750	0.3	12475.375
23751	0.3	12475.375
23752	0.3	12475.375
23753	0.3	12475.375
23754	0.3	12475.375
23755	0.3	12475.375
23756	0	12259.834961
23757	0	12403.967773
23758	0	12530.954102
23759	0	12249.459961
23760	0	12217.164062
23761	0.4	12217.164062
23762	0.4	12217.164062
23763	0.4	12217.164062
23764	0.4	12217.164062
23765	0.4	12217.164062
23766	0.4	12217.164062
23767	0.4	12217.164062
23768	0.4	12217.164062
23769	0.4	12217.164062
23770	0.4	12217.164062
23771	0	12217.164062
23772	0.4	12217.164062
23773	0.4	12217.164062
23774	0.4	12217.164062
23775	0.4	12217.164062
23776	0.4	12217.164062
23777	0.4	12217.164062
23778	0.4	12217.164062
23779	0.4	12217.164062
23780	0.4	12217.164062
23781	0.4	12217.164062
23782	0	12217.164062
23783	0.4	12217.164062
23784	0.4	12217.164062
23785	0.4	12217.164062
23786	0.4	12217.164062
23787	0.4	12217.164062
23788	0.4	12217.164062
23789	0.4	12217.164062
23790	0.4	12217.164062
23791	0.4	12217.164062
23792	0.4	12217.164062
23793	0	12217.164062
23794	0.4	12217.164062
23795	0.4	12217.164062
23796	0.4	12217.164062
23797	0.4	12217.164062
23798	0.4	12217.164062
23799	0.4	12217.164062
23800	0.4	12217.164062
23801	0.4	12217.164062
23802	0.4	12217.164062
23803	0.4	12217.164062
23804	0	12217.164062
23805	0.4	12217.164062
23806	0.4	12217.164062
23807	0.4	12217.164062
23808	0.4	12217.164062
23809	0.4	12217.164062
23810	0.4	12217.164062
23811	0.4	12217.164062
23812	0.4	12217.164062
23813	0.4	12217.164062
23814	0.4	12217.164062
23815	0	12217.164062
23816	0.4	12217.164062
23817	0.4	12217.164062
23818	0.4	12217.164062
23819	0.4	12217.164062
23820	0.4	12217.164062
23821	0.4	12217.164062
23822	0.4	12217.164062
23823	0.4	12217.164062
23824	0.4	12217.164062
23825	0.4	12217.164062
23826	0	12217.164062
23827	0.4	12217.164062
23828	0.4	12217.164062
23829	0.4	12217.164062
23830	0.4	12217.164062
23831	0.4	12217.164062
23832	0.4	12217.164062
23833	0.4	12217.164062
23834	0.4	12217.164062
23835	0.4	12217.164062
23836	0.4	12217.164062
23837	0	12217.164062
23838	0.4	12217.164062
23839	0.4	12217.164062
23840	0.4	12217.164062
23841	0.4	12217.164062
23842	0.4	12217.164062
23843	0.4	12217.164062
23844	0.4	12217.164062
23845	0.4	12217.164062
23846	0.4	12217.164062
23847	0.4	12217.164062
23848	0	12217.164062
23849	0.4	12217.164062
23850	0.4	12217.164062
23851	0.4	12217.164062
23852	0.4	12217.164062
23853	0.4	12217.164062
23854	0.4	12217.164062
23855	0.4	12217.164062
23856	0.4	12217.164062
23857	0.4	12217.164062
23858	0.4	12217.164062
23859	0	12217.164062
23860	0.4	12217.164062
23861	0.4	12217.164062
23862	0.4	12217.164062
23863	0.4	12217.164062
23864	0.4	12217.164062
23865	0.4	12217.164062
23866	0.4	12217.164062
23867	0.4	12217.164062
23868	0.4	12217.164062
23869	0.4	12217.164062
23870	0	12217.164062
23871	0.4	12217.164062
23872	0.4	12217.164062
23873	0.4	12217.164062
23874	0.4	12217.164062
23875	0.4	12217.164062
23876	0.4	12217.164062
23877	0.4	12217.164062
23878	0.4	12217.164062
23879	0.4	12217.164062
23880	0.4	12217.164062
23881	0	12510.514648
23882	0	12158.123047
23883	0	12634.750977
23884	0	12173.894531
23885	0	12376.68457
23886	0.5	12376.68457
23887	0.5	12376.68457
23888	0.5	12376.68457
23889	0.5	12376.68457
23890	0.5	12376.68457
23891	0.5	12376.68457
23892	0.5	12376.68457
23893	0.5	12376.68457
23894	0.5	12376.68457
23895	0.5	12376.68457
23896	0	12376.68457
23897	0.5	12376.68457
23898	0.5	12376.68457
23899	0.5	12376.68457
23900	0.5	12376.68457
23901	0.5	12376.68457
23902	0.5	12376.68457
23903	0.5	12376.68457
23904	0.5	12376.68457
23905	0.5	12376.68457
23906	0.5	12376.68457
23907	0	12376.68457
23908	0.5	12376.68457
23909	0.5	12376.68457
23910	0.5	12376.68457
23911	0.5	12376.68457
23912	0.5	12376.68457
23913	0.5	12376.68457
23914	0.5	12376.68457
23915	0.5	12376.68457
23916	0.5	12376.68457
23917	0.5	12376.68457
23918	0	12376.68457
23919	0.5	12376.68457
23920	0.5	12376.68457
23921	0.5	12376.68457
23922	0.5	12376.68457
23923	0.5	12376.68457
23924	0.5	12376.68457
23925	0.5	12376.68457
23926	0.5	12376.68457
23927	0.5	12376.68457
23928	0.5	12376.68457
23929	0	12376.68457
23930	0.5	12376.68457
23931	0.5	12376.68457
23932	0.5	12376.68457
23933	0.5	12376.68457
23934	0.5	12376.68457
23935	0.5	12376.68457
23936	0.5	12376.68457
23937	0.5	12376.68457
23938	0.5	12376.68457
23939	0.5	12376.68457
23940	0	12376.68457
23941	0.5	12376.68457
23942	0.5	12376.68457
23943	0.5	12376.68457
23944	0.5	12376.68457
23945	0.5	12376.68457
23946	0.5	12376.68457
23947	0.5	12376.68457
23948	0.5	12376.68457
23949	0.5	12376.68457
23950	0.5	12376.68457
23951	0	12376.68457
23952	0.5	12376.68457
23953	0.5	12376.68457
23954	0.5	12376.68457
23955	0.5	12376.68457
23956	0.5	12376.68457
23957	0.5	12376.68457
23958	0.5	12376.68457
23959	0.5	12376.68457
23960	0.5	12376.68457
23961	0.5	12376.68457
23962	0	12376.68457
23963	0.5	12376.68457
23964	0.5	12376.68457
23965	0.5	12376.68457
23966	0.5	12376.68457
23967	0.5	12376.68457
23968	0.5	12376.68457
23969	0.5	12376.68457
23970	0.5	12376.68457
23971	0.5	12376.68457
23972	0.5	12376.68457
23973	0	12376.68457
23974	0.5	12376.68457
23975	0.5	12376.68457
23976	0.5	12376.68457
23977	0.5	12376.68457
23978	0.5	12376.68457
23979	0.5	12376.68457
23980	0.5	12376.68457
23981	0.5	12376.68457
23982	0.5	12376.68457
23983	0.5	12376.68457
23984	0	12376.68457
23985	0.5	12376.68457
23986	0.5	12376.68457
23987	0.5	12376.68457
23988	0.5	12376.68457
23989	0.5	12376.68457
23990	0.5	12376.68457
23991	0.5	12376.68457
23992	0.5	12376.68457
23993	0.5	12376.68457
23994	0.5	12376.68457
23995	0	12376.68457
23996	0.5	12376.68457
23997	0.5	12376.68457
23998	0.5	12376.68457
23999	0.5	12376.68457
24000	0.5	12376.68457
24001	0.5	12376.68457
24002	0.5	12376.68457
24003	0.5	12376.68457
24004	0.5	12376.68457
24005	0.5	12376.68457
24006	0	12737.701172
24007	0	12407.466797
24008	0	12580.048828
24009	0	12614.206055
24010	0	12275.990234
24011	0.6	12275.990234
24012	0.6	12275.990234
24013	0.6	12275.990234
24014	0.6	12275.990234
24015	0.6	12275.990234
24016	0.6	12275.990234
24017	0.6	12275.990234
24018	0.6	12275.990234
24019	0.6	12275.990234
24020	0.6	12275.990234
24021	0	12275.990234
24022	0.6	12275.990234
24023	0.6	12275.990234
24024	0.6	12275.990234
24025	0.6	12275.990234
24026	0.6	12275.990234
24027	0.6	12275.990234
24028	0.6	12275.990234
24029	0.6	12275.990234
24030	0.6	12275.990234
24031	0.6	12275.990234
24032	0	12275.990234
24033	0.6	12275.990234
24034	0.6	12275.990234
24035	0.6	12275.990234
24036	0.6	12275.990234
24037	0.6	12275.990234
24038	0.6	12275.990234
24039	0.6	12275.990234
24040	0.6	12275.990234
24041	0.6	12275.990234
24042	0.6	12275.990234
24043	0	12275.990234
24044	0.6	12275.990234
24045	0.6	12275.990234
24046	0.6	12275.990234
24047	0.6	12275.990234
24048	0.6	12275.990234
24049	0.6	12275.990234
24050	0.6	12275.990234
24051	0.6	12275.990234
24052	0.6	12275.990234
24053	0.6	12275.990234
24054	0	12275.990234
24055	0.6	12275.990234
24056	0.6	12275.990234
24057	0.6	12275.990234
24058	0.6	12275.990234
24059	0.6	12275.990234
24060	0.6	12275.990234
24061	0.6	12275.990234
24062	0.6	12275.990234
24063	0.6	12275.990234
24064	0.6	12275.990234
24065	0	12275.990234
24066	0.6	12275.990234
24067	0.6	12275.990234
24068	0.6	12275.990234
24069	0.6	12275.990234
24070	0.6	12275.990234
24071	0.6	12275.990234
24072	0.6	12275.990234
24073	0.6	12275.990234
24074	0.6	12275.990234
24075	0.6	12275.990234
24076	0	12275.990234
24077	0.6	12275.990234
24078	0.6	12275.990234
24079	0.6	12275.990234
24080	0.6	12275.990234
24081	0.6	12275.990234
24082	0.6	12275.990234
24083	0.6	12275.990234
24084	0.6	12275.990234
24085	0.6	12275.990234
24086	0.6	12275.990234
24087	0	12275.990234
24088	0.6	12275.990234
24089	0.6	12275.990234
24090	0.6	12275.990234
24091	0.6	12275.990234
24092	0.6	12275.990234
24093	0.6	12275.990234
24094	0.6	12275.990234
24095	0.6	12275.990234
24096	0.6	12275.990234
24097	0.6	12275.990234
24098	0	12275.990234
24099	0.6	12275.990234
24100	0.6	12275.990234
24101	0.6	12275.990234
24102	0.6	12275.990234
24103	0.6	12275.990234
24104	0.6	12275.990234
24105	0.6	12275.990234
24106	0.6	12275.990234
24107	0.6	12275.990234
24108	0.6	12275.990234
24109	0	12275.990234
24110	0.6	12275.990234
24111	0.6	12275.990234
24112	0.6	12275.990234
24113	0.6	12275.990234
24114	0.6	12275.990234
24115	0.6	12275.990234
24116	0.6	12275.990234
24117	0.6	12275.990234
24118	0.6	12275.990234
24119	0.6	12275.990234
24120	0	12275.990234
24121	0.6	12275.990234
24122	0.6	12275.990234
24123	0.6	12275.990234
24124	0.6	12275.990234
24125	0.6	12275.990234
24126	0.6	12275.990234
24127	0.6	12275.990234
24128	0.6	12275.990234
24129	0.6	12275.990234
24130	0.6	12275.990234
24131	0	12445.203125
24132	0	12582.154297
24133	0	12292.169922
24134	0	12655.664062
24135	0	12432.648438
24136	0.7	12432.648438
24137	0.7	12432.648438
24138	0.7	12432.648438
24139	0.7	12432.648438
24140	0.7	12432.648438
24141	0.7	12432.648438
24142	0.7	12432.648438
24143	0.7	12432.648438
24144	0.7	12432.648438
24145	0.7	12432.648438
24146	0	12432.648438
24147	0.7	12432.648438
24148	0.7	12432.648438
24149	0.7	12432.648438
24150	0.7	12432.648438
24151	0.7	12432.648438
24152	0.7	12432.648438
24153	0.7	12432.648438
24154	0.7	12432.648438
24155	0.7	12432.648438
24156	0.7	12432.648438
24157	0	12432.648438
24158	0.7	12432.648438
24159	0.7	12432.648438
24160	0.7	12432.648438
24161	0.7	12432.648438
24162	0.7	12432.648438
24163	0.7	12432.648438
24164	0.7	12432.648438
24165	0.7	12432.648438
24166	0.7	12432.648438
24167	0.7	12432.648438
24168	0	12432.648438
24169	0.7	12432.648438
24170	0.7	12432.648438
24171	0.7	12432.648438
24172	0.7	12432.648438
24173	0.7	12432.648438
24174	0.7	12432.648438
24175	0.7	12432.648438
24176	0.7	12432.648438
24177	0.7	12432.648438
24178	0.7	12432.648438
24179	0	12432.648438
24180	0.7	12432.648438
24181	0.7	12432.648438
24182	0.7	12432.648438
24183	0.7	12432.648438
24184	0.7	12432.648438
24185	0.7	12432.648438
24186	0.7	12432.648438
24187	0.7	12432.648438
24188	0.7	12432.648438
24189	0.7	12432.648438
24190	0	12432.648438
24191	0.7	12432.648438
24192	0.7	12432.648438
24193	0.7	12432.648438
24194	0.7	12432.648438
24195	0.7	12432.648438
24196	0.7	12432.648438
24197	0.7	12432.648438
24198	0.7	12432.648438
24199	0.7	12432.648438
24200	0.7	12432.648438
24201	0	12432.648438
24202	0.7	12432.648438
24203	0.7	12432.648438
24204	0.7	12432.648438
24205	0.7	12432.648438
24206	0.7	12432.648438
24207	0.7	12432.648438
24208	0.7	12432.648438
24209	0.7	12432.648438
24210	0.7	12432.648438
24211	0.7	12432.648438
24212	0	12432.648438
24213	0.7	12432.648438
24214	0.7	12432.648438
24215	0.7	12432.648438
24216	0.7	12432.648438
24217	0.7	12432.648438
24218	0.7	12432.648438
24219	0.7	12432.648438
24220	0.7	12432.648438
24221	0.7	12432.648438
24222	0.7	12432.648438
24223	0	12432.648438
24224	0.7	12432.648438
24225	0.7	12432.648438
24226	0.7	12432.648438
24227	0.7	12432.648438
24228	0.7	12432.648438
24229	0.7	12432.648438
24230	0.7	12432.648438
24231	0.7	12432.648438
24232	0.7	12432.648438
24233	0.7	12432.648438
24234	0	12432.648438
24235	0.7	12432.648438
24236	0.7	12432.648438
24237	0.7	12432.648438
24238	0.7	12432.648438
24239	0.7	12432.648438
24240	0.7	12432.648438
24241	0.7	12432.648438
24242	0.7	12432.648438
24243	0.7	12432.648438
24244	0.7	12432.648438
24245	0	12432.648438
24246	0.7	12432.648438
24247	0.7	12432.648438
24248	0.7	12432.648438
24249	0.7	12432.648438
24250	0.7	12432.648438
24251	0.7	12432.648438
24252	0.7	12432.648438
24253	0.7	12432.648438
24254	0.7	12432.648438
24255	0.7	12432.648438
24256	0	13068.541016
24257	0	12938.293945
24258	0	12948.374023
24259	0	13225.438477
24260	0	12858.71582
24261	0.8	12858.71582
24262	0.8	12858.71582
24263	0.8	12858.71582
24264	0.8	12858.71582
24265	0.8	12858.71582
24266	0.8	12858.71582
24267	0.8	12858.71582
24268	0.8	12858.71582
24269	0.8	12858.71582
24270	0.8	12858.71582
24271	0	12858.71582
24272	0.8	12858.71582
24273	0.8	12858.71582
24274	0.8	12858.71582
24275	0.8	12858.71582
24276	0.8	12858.71582
24277	0.8	12858.71582
24278	0.8	12858.71582
24279	0.8	12858.71582
24280	0.8	12858.71582
24281	0.8	12858.71582
24282	0	12858.71582
24283	0.8	12858.71582
24284	0.8	12858.71582
24285	0.8	12858.71582
24286	0.8	12858.71582
24287	0.8	12858.71582
24288	0.8	12858.71582
24289	0.8	12858.71582
24290	0.8	12858.71582
24291	0.8	12858.71582
24292	0.8	12858.71582
24293	0	12858.71582
24294	0.8	12858.71582
24295	0.8	12858.71582
24296	0.8	12858.71582
24297	0.8	12858.71582
24298	0.8	12858.71582
24299	0.8	12858.71582
24300	0.8	12858.71582
24301	0.8	12858.71582
24302	0.8	12858.71582
24303	0.8	12858.71582
24304	0	12858.71582
24305	0.8	12858.71582
24306	0.8	12858.71582
24307	0.8	12858.71582
24308	0.8	12858.71582
24309	0.8	12858.71582
24310	0.8	12858.71582
24311	0.8	12858.71582
24312	0.8	12858.71582
24313	0.8	12858.71582
24314	0.8	12858.71582
24315	0	12858.71582
24316	0.8	12858.71582
24317	0.8	12858.71582
24318	0.8	12858.71582
24319	0.8	12858.71582
24320	0.8	12858.71582
24321	0.8	12858.71582
24322	0.8	12858.71582
24323	0.8	12858.71582
24324	0.8	12858.71582
24325	0.8	12858.71582
24326	0	12858.71582
24327	0.8	12858.71582
24328	0.8	12858.71582
24329	0.8	12858.71582
24330	0.8	12858.71582
24331	0.8	12858.71582
24332	0.8	12858.71582
24333	0.8	12858.71582
24334	0.8	12858.71582
24335	0.8	12858.71582
24336	0.8	12858.71582
24337	0	12858.71582
24338	0.8	12858.71582
24339	0.8	12858.71582
24340	0.8	12858.71582
24341	0.8	12858.71582
24342	0.8	12858.71582
24343	0.8	12858.71582
24344	0.8	12858.71582
24345	0.8	12858.71582
24346	0.8	12858.71582
24347	0.8	12858.71582
24348	0	12858.71582
24349	0.8	12858.71582
24350	0.8	12858.71582
24351	0.8	12858.71582
24352	0.8	12858.71582
24353	0.8	12858.71582
24354	0.8	12858.71582
24355	0.8	12858.71582
24356	0.8	12858.71582
24357	0.8	12858.71582
24358	0.8	12858.71582
24359	0	12858.71582
24360	0.8	12858.71582
24361	0.8	12858.71582
24362	0.8	12858.71582
24363	0.8	12858.71582
24364	0.8	12858.71582
24365	0.8	12858.71582
24366	0.8	12858.71582
24367	0.8	12858.71582
24368	0.8	12858.71582
24369	0.8	12858.71582
24370	0	12858.71582
24371	0.8	12858.71582
24372	0.8	12858.71582
24373	0.8	12858.71582
24374	0.8	12858.71582
24375	0.8	12858.71582
24376	0.8	12858.71582
24377	0.8	12858.71582
24378	0.8	12858.71582
24379	0.8	12858.71582
24380	0.8	12858.71582
24381	0	14178.339844
24382	0	14222.927734
24383	0	14235.277344
24384	0	14274.701172
24385	0	14103.325195
24386	0	14232.37207
24387	0	14224.40625
24388	0	14383.504883
24389	0	14100.24707
24390	0	14346.173828
24391	-0.2	14346.173828
24392	-0.2	14346.173828
24393	-0.2	14346.173828
24394	-0.2	14346.173828
24395	-0.2	14346.173828
24396	-0.2	14346.173828
24397	-0.2	14346.173828
24398	-0.2	14346.173828
24399	-0.2	14346.173828
24400	-0.2	14346.173828
24401	0	14346.173828
24402	-0.2	14346.173828
24403	-0.2	14346.173828
24404	-0.2	14346.173828
24405	-0.2	14346.173828
24406	-0.2	14346.173828
24407	-0.2	14346.173828
24408	-0.2	14346.173828
24409	-0.2	14346.173828
24410	-0.2	14346.173828
24411	-0.2	14346.173828
24412	0	14346.173828
24413	-0.2	14346.173828
24414	-0.2	14346.173828
24415	-0.2	14346.173828
24416	-0.2	14346.173828
24417	-0.2	14346.173828
24418	-0.2	14346.173828
24419	-0.2	14346.173828
24420	-0.2	14346.173828
24421	-0.2	14346.173828
24422	-0.2	14346.173828
24423	0	14346.173828
24424	-0.2	14346.173828
24425	-0.2	14346.173828
24426	-0.2	14346.173828
24427	-0.2	14346.173828
24428	-0.2	14346.173828
24429	-0.2	14346.173828
24430	-0.2	14346.173828
24431	-0.2	14346.173828
24432	-0.2	14346.173828
24433	-0.2	14346.173828
24434	0	14346.173828
24435	-0.2	14346.173828
24436	-0.2	14346.173828
24437	-0.2	14346.173828
24438	-0.2	14346.173828
24439	-0.2	14346.173828
24440	-0.2	14346.173828
24441	-0.2	14346.173828
24442	-0.2	14346.173828
24443	-0.2	14346.173828
24444	-0.2	14346.173828
24445	0	14346.173828
24446	-0.2	14346.173828
24447	-0.2	14346.173828
24448	-0.2	14346.173828
24449	-0.2	14346.173828
24450	-0.2	14346.173828
24451	-0.2	14346.173828
24452	-0.2	14346.173828
24453	-0.2	14346.173828
24454	-0.2	14346.173828
24455	-0.2	14346.173828
24456	0	14346.173828
24457	-0.2	14346.173828
24458	-0.2	14346.173828
24459	-0.2	14346.173828
24460	-0.2	14346.173828
24461	-0.2	14346.173828
24462	-0.2	14346.173828
24463	-0.2	14346.173828
24464	-0.2	14346.173828
24465	-0.2	14346.173828
24466	-0.2	14346.173828
24467	0	14346.173828
24468	-0.2	14346.173828
24469	-0.2	14346.173828
24470	-0.2	14346.173828
24471	-0.2	14346.173828
24472	-0.2	14346.173828
24473	-0.2	14346.173828
24474	-0.2	14346.173828
24475	-0.2	14346.173828
24476	-0.2	14346.173828
24477	-0.2	14346.173828
24478	0	14346.173828
24479	-0.2	14346.173828
24480	-0.2	14346.173828
24481	-0.2	14346.173828
24482	-0.2	14346.173828
24483	-0.2	14346.173828
24484	-0.2	14346.173828
24485	-0.2	14346.173828
24486	-0.2	14346.173828
24487	-0.2	14346.173828
24488	-0.2	14346.173828
24489	0	14346.173828
24490	-0.2	14346.173828
24491	-0.2	14346.173828
24492	-0.2	14346.173828
24493	-0.2	14346.173828
24494	-0.2	14346.173828
24495	-0.2	14346.173828
24496	-0.2	14346.173828
24497	-0.2	14346.173828
24498	-0.2	14346.173828
24499	-0.2	14346.173828
24500	0	14346.173828
24501	-0.2	14346.173828
24502	-0.2	14346.173828
24503	-0.2	14346.173828
24504	-0.2	14346.173828
24505	-0.2	14346.173828
24506	-0.2	14346.173828
24507	-0.2	14346.173828
24508	-0.2	14346.173828
24509	-0.2	14346.173828
24510	-0.2	14346.173828
24511	0	14161.509766
24512	0	14235.271484
24513	0	14208.947266
24514	0	14239.399414
24515	0	14166.457031
24516	-0.3	14166.457031
24517	-0.3	14166.457031
24518	-0.3	14166.457031
24519	-0.3	14166.457031
24520	-0.3	14166.457031
24521	-0.3	14166.457031
24522	-0.3	14166.457031
24523	-0.3	14166.457031
24524	-0.3	14166.457031
24525	-0.3	14166.457031
24526	0	14166.457031
24527	-0.3	14166.457031
24528	-0.3	14166.457031
24529	-0.3	14166.457031
24530	-0.3	14166.457031
24531	-0.3	14166.457031
24532	-0.3	14166.457031
24533	-0.3	14166.457031
24534	-0.3	14166.457031
24535	-0.3	14166.457031
24536	-0.3	14166.457031
24537	0	14166.457031
24538	-0.3	14166.457031
24539	-0.3	14166.457031
24540	-0.3	14166.457031
24541	-0.3	14166.457031
24542	-0.3	14166.457031
24543	-0.3	14166.457031
24544	-0.3	14166.457031
24545	-0.3	14166.457031
24546	-0.3	14166.457031
24547	-0.3	14166.457031
24548	0	14166.457031
24549	-0.3	14166.457031
24550	-0.3	14166.457031
24551	-0.3	14166.457031
24552	-0.3	14166.457031
24553	-0.3	14166.457031
24554	-0.3	14166.457031
24555	-0.3	14166.457031
24556	-0.3	14166.457031
24557	-0.3	14166.457031
24558	-0.3	14166.457031
24559	0	14166.457031
24560	-0.3	14166.457031
24561	-0.3	14166.457031
24562	-0.3	14166.457031
24563	-0.3	14166.457031
24564	-0.3	14166.457031
24565	-0.3	14166.457031
24566	-0.3	14166.457031
24567	-0.3	14166.457031
24568	-0.3	14166.457031
24569	-0.3	14166.457031
24570	0	14166.457031
24571	-0.3	14166.457031
24572	-0.3	14166.457031
24573	-0.3	14166.457031
24574	-0.3	14166.457031
24575	-0.3	14166.457031
24576	-0.3	14166.457031
24577	-0.3	14166.457031
24578	-0.3	14166.457031
24579	-0.3	14166.457031
24580	-0.3	14166.457031
24581	0	14166.457031
24582	-0.3	14166.457031
24583	-0.3	14166.457031
24584	-0.3	14166.457031
24585	-0.3	14166.457031
24586	-0.3	14166.457031
24587	-0.3	14166.457031
24588	-0.3	14166.457031
24589	-0.3	14166.457031
24590	-0.3	14166.457031
24591	-0.3	14166.457031
24592	0	14166.457031
24593	-0.3	14166.457031
24594	-0.3	14166.457031
24595	-0.3	14166.457031
24596	-0.3	14166.457031
24597	-0.3	14166.457031
24598	-0.3	14166.457031
24599	-0.3	14166.457031
24600	-0.3	14166.457031
24601	-0.3	14166.457031
24602	-0.3	14166.457031
24603	0	14166.457031
24604	-0.3	14166.457031
24605	-0.3	14166.457031
24606	-0.3	14166.457031
24607	-0.3	14166.457031
24608	-0.3	14166.457031
24609	-0.3	14166.457031
24610	-0.3	14166.457031
24611	-0.3	14166.457031
24612	-0.3	14166.457031
24613	-0.3	14166.457031
24614	0	14166.457031
24615	-0.3	14166.457031
24616	-0.3	14166.457031
24617	-0.3	14166.457031
24618	-0.3	14166.457031
24619	-0.3	14166.457031
24620	-0.3	14166.457031
24621	-0.3	14166.457031
24622	-0.3	14166.457031
24623	-0.3	14166.457031
24624	-0.3	14166.457031
24625	0	14166.457031
24626	-0.3	14166.457031
24627	-0.3	14166.457031
24628	-0.3	14166.457031
24629	-0.3	14166.457031
24630	-0.3	14166.457031
24631	-0.3	14166.457031
24632	-0.3	14166.457031
24633	-0.3	14166.457031
24634	-0.3	14166.457031
24635	-0.3	14166.457031
24636	0	14058.814453
24637	0	14048.076172
24638	0	14156.943359
24639	0	14405.80957
24640	0	13913.612305
24641	-0.4	13913.612305
24642	-0.4	13913.612305
24643	-0.4	13913.612305
24644	-0.4	13913.612305
24645	-0.4	13913.612305
24646	-0.4	13913.612305
24647	-0.4	13913.612305
24648	-0.4	13913.612305
24649	-0.4	13913.612305
24650	-0.4	13913.612305
24651	0	13913.612305
24652	-0.4	13913.612305
24653	-0.4	13913.612305
24654	-0.4	13913.612305
24655	-0.4	13913.612305
24656	-0.4	13913.612305
24657	-0.4	13913.612305
24658	-0.4	13913.612305
24659	-0.4	13913.612305
24660	-0.4	13913.612305
24661	-0.4	13913.612305
24662	0	13913.612305
24663	-0.4	13913.612305
24664	-0.4	13913.612305
24665	-0.4	13913.612305
24666	-0.4	13913.612305
24667	-0.4	13913.612305
24668	-0.4	13913.612305
24669	-0.4	13913.612305
24670	-0.4	13913.612305
24671	-0.4	13913.612305
24672	-0.4	13913.612305
24673	0	13913.612305
24674	-0.4	13913.612305
24675	-0.4	13913.612305
24676	-0.4	13913.612305
24677	-0.4	13913.612305
24678	-0.4	13913.612305
24679	-0.4	13913.612305
24680	-0.4	13913.612305
24681	-0.4	13913.612305
24682	-0.4	13913.612305
24683	-0.4	13913.612305
24684	0	13913.612305
24685	-0.4	13913.612305
24686	-0.4	13913.612305
24687	-0.4	13913.612305
24688	-0.4	13913.612305
24689	-0.4	13913.612305
24690	-0.4	13913.612305
24691	-0.4	13913.612305
24692	-0.4	13913.612305
24693	-0.4	13913.612305
24694	-0.4	13913.612305
24695	0	13913.612305
24696	-0.4	13913.612305
24697	-0.4	13913.612305
24698	-0.4	13913.612305
24699	-0.4	13913.612305
24700	-0.4	13913.612305
24701	-0.4	13913.612305
24702	-0.4	13913.612305
24703	-0.4	13913.612305
24704	-0.4	13913.612305
24705	-0.4	13913.612305
24706	0	13913.612305
24707	-0.4	13913.612305
24708	-0.4	13913.612305
24709	-0.4	13913.612305
24710	-0.4	13913.612305
24711	-0.4	13913.612305
24712	-0.4	13913.612305
24713	-0.4	13913.612305
24714	-0.4	13913.612305
24715	-0.4	13913.612305
24716	-0.4	13913.612305
24717	0	13913.612305
24718	-0.4	13913.612305
24719	-0.4	13913.612305
24720	-0.4	13913.612305
24721	-0.4	13913.612305
24722	-0.4	13913.612305
24723	-0.4	13913.612305
24724	-0.4	13913.612305
24725	-0.4	13913.612305
24726	-0.4	13913.612305
24727	-0.4	13913.612305
24728	0	13913.612305
24729	-0.4	13913.612305
24730	-0.4	13913.612305
24731	-0.4	13913.612305
24732	-0.4	13913.612305
24733	-0.4	13913.612305
24734	-0.4	13913.612305
24735	-0.4	13913.612305
24736	-0.4	13913.612305
24737	-0.4	13913.612305
24738	-0.4	13913.612305
24739	0	13913.612305
24740	-0.4	13913.612305
24741	-0.4	13913.612305
24742	-0.4	13913.612305
24743	-0.4	13913.612305
24744	-0.4	13913.612305
24745	-0.4	13913.612305
24746	-0.4	13913.612305
24747	-0.4	13913.612305
24748	-0.4	13913.612305
24749	-0.4	13913.612305
24750	0	13913.612305
24751	-0.4	13913.612305
24752	-0.4	13913.612305
24753	-0.4	13913.612305
24754	-0.4	13913.612305
24755	-0.4	13913.612305
24756	-0.4	13913.612305
24757	-0.4	13913.612305
24758	-0.4	13913.612305
24759	-0.4	13913.612305
24760	-0.4	13913.612305
24761	0	13922.485352
24762	0	13978.995117
24763	0	14137.446289
24764	0	14351.066406
24765	0	14309.956055
24766	-0.5	14309.956055
