time (s)	Resistance (Ù)	Resistance (Ù)	Resistance (Ù)	Resistance (Ù)	Resistance (Ù)	Resistance (Ù)
	Vb = -1 V	Vb = -1.15 V	Vb = -1.3 V	Vb = -1.45 V	Vb = -1.6 V	Vb = -1.75 V
6.48648648648649E-7	778.748626110403	604.527772096156	461.259218105936	354.330553941763	293.180348921311	269.310344827183
6.72672672672673E-7	780.712504066268	606.493549745021	463.189918003461	356.011217634224	294.260755068296	269.901459420007
6.96696696696697E-7	782.605461318476	608.388620016856	465.052643365973	357.640078540509	295.319135106719	270.485668205513
7.20720720720721E-7	784.432308542359	610.217771928441	466.851912507325	359.220161846653	296.356340981935	271.06312280388
7.44744744744745E-7	786.197383083567	611.985323959436	468.591807777305	360.754235294996	297.373176165693	271.633969900675
7.68768768768769E-7	787.904609086724	613.695183745021	470.276029905514	362.244837591529	298.370399265169	272.198351458693
7.92792792792793E-7	789.557548369328	615.35089859299	471.907944132917	363.69430299998	299.348727302238	272.756404918545
8.16816816816817E-7	791.159443699299	616.955698467424	473.490619576717	365.104782720845	300.30883869851	273.308263388715
8.40840840840841E-7	792.713255797917	618.512532748101	475.026862985745	366.478263546911	301.251375997239	273.854055825732
8.64864864864865E-7	794.221695129148	620.024101816845	476.519247819061	367.816584201267	302.176948349465	274.393907205073
8.88888888888889E-7	795.687249332728	621.492884320538	477.970139404412	369.121449694931	303.08613378847	274.927938683364
9.12912912912913E-7	797.112206998299	622.921160802017	479.38171679411	370.39444398535	303.979481313832	275.456267752398
9.36936936936937E-7	798.498678351037	624.311034264485	480.755991825284	371.637041171489	304.857512803865	275.979008385471
9.60960960960961E-7	799.848613318077	625.664448134892	482.094825802941	372.850615423955	305.720724773153	276.496271176486
9.84984984984985E-7	801.16381736389	626.983202011342	483.399944152975	374.036449817891	306.569589989978	277.008163472246
1.00900900900901E-6	802.44596541729	628.268965514685	484.672949334518	375.19574421098	307.404558966842	277.514789498338
1.03303303303303E-6	803.696614159557	629.523290511747	485.915332254017	376.329622287824	308.226061335849	278.016250478979
1.05705705705706E-6	804.917212899798	630.747621934639	487.128482384946	377.439137874355	309.03450711945	278.512644751158
1.08108108108108E-6	806.109113228087	631.94330738532	488.313696765375	378.525280611215	309.830287905972	279.004067873407
1.10510510510511E-6	807.273577607594	633.111605685468	489.472188019493	379.588981062644	310.613777938352	279.490612729496
1.12912912912913E-6	808.411787042633	634.253694507685	490.605091527444	380.631115326958	311.385335123672	279.972369627337
1.15315315315315E-6	809.524847939406	635.370677203977	491.71347184973	381.652509205855	312.145301970289	280.449426393357
1.17717717717718E-6	810.613798259307	636.463588930764	492.798328497308	382.653941982257	312.894006458726	280.921868462589
1.2012012012012E-6	811.679613050587	637.533402155622	493.860601125731	383.636149849982	313.631762851843	281.389778964707
1.22522522522523E-6	812.723209432222	638.581031619185	494.901174220997	384.599829033052	314.358872449313	281.853238806235
1.24924924924925E-6	813.745451093844	639.607338815621	495.920881335631	385.545638627749	315.075624290929	282.312326749116
1.27327327327327E-6	814.747152367035	640.613136046683	496.920508925848	386.474203196468	315.782295812849	282.767119485846
1.2972972972973E-6	815.729081916076	641.59919009713	497.900799834026	387.386115138937	316.47915346052	283.21769171134
1.32132132132132E-6	816.691966090038	642.566225573158	498.862456455138	388.281936863347	317.166453261646	283.664116191711
1.34534534534535E-6	817.636491972854	643.514927940277	499.806143620936	389.16220277731	317.844441362308	284.106463830112
1.36936936936937E-6	818.563310163426	644.445946292507	500.732491231552	390.027421116312	318.513354529035	284.544803729793
1.39339339339339E-6	819.473037313963	645.359895880934	501.642096660605	390.878075625304	319.173420619377	284.979203254509
1.41741741741742E-6	820.366258451339	646.25736042627	502.535526956815	391.714627107366	319.824859023348	285.409728086419
1.44144144144144E-6	821.243529103351	647.13889423721	503.413320862429	392.537514851874	320.467881077843	285.836442281595
1.46546546546547E-6	822.105377249238	648.005024153819	504.275990666464	393.347157953223	321.102690456029	286.259408323258
1.48948948948949E-6	822.952305111608	648.856251333004	505.124023908728	394.143956530039	321.72948353346	286.678687172852
1.51351351351351E-6	823.784790804989	649.69305289125	505.95788494879	394.928292853746	322.348449732604	287.094338319067
1.53753753753754E-6	824.603289854565	650.515883418062	506.778016412572	395.700532394459	322.959771847268	287.506419824898
